Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Fasta headers	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	ProteasomeAnnotation	SubComplexAnnotation	GraphGroup	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS Count	LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3
	1.920662058	-1.689957301	AT3G08740.1	AT3G08740.1	AT3G08740.1 | Symbols:  | elongation factor P (EF-P) family protein | chr3:2654788-2656154 REVERSE LENGTH=236	Color [DarkGray]	1	4								1	1	1	6.4	6.4	6.4	26.228	0.007533	2.7553	10797000	1	21.08317	21.22829	21.53554	20.05412	19.20757	19.92274	19.10754	19.66634	19.71196	19.63785	19.45117	20.81074	18.87904	19.82878	20.06931	19.81254	19.82572	18.97294	18.27312	18.39467	19.44657	19.65527	18.84716	20.07599
	1.02177471	0.535600662	AT3G08943.1;AT3G08947.1	AT3G08943.1;AT3G08947.1	AT3G08943.1 | Symbols:  | ARM repeat superfamily protein | chr3:2719198-2721911 REVERSE LENGTH=871;AT3G08947.1 | Symbols:  | ARM repeat superfamily protein | chr3:2724007-2726722 FORWARD LENGTH=873	Color [DarkGray]	1	4								1	1	1	2	2	2	96.4	0	8.7521	5475700	1	19.16566	19.33754	19.18336	18.94491	19.50324	18.57214	19.03956	20.95618	20.158	19.49645	20.63021	19.0722	19.86314	19.30839	20.12183	19.25477	18.81824	20.40032	18.60288	19.87847	19.02601	19.10403	19.42596	19.13606
	1.074345555	0.411535263	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:2823364-2825020 REVERSE LENGTH=320;AT3G11250.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:3521453-3522826 FORWARD LENGTH=323;AT3G09200.2 | Symbols:  | Ribosomal protein L1	Color [DarkGray]	1	4								14	14	14	51.9	51.9	51.9	34.133	0	164.3	4219500000	303	26.21795	26.50111	25.97342	23.67982	24.23458	26.0799	26.83157	27.41567	27.2154	26.69129	25.37629	26.73528	26.75111	26.72457	26.45142	25.71221	24.73738	26.7158	26.74535	26.70229	26.68529	26.45389	24.944	26.67356
	0.941021559	0.603270213	AT3G09260.1;AT5G28510.1;AT1G52400.2;AT3G21370.1;AT1G52400.3;AT1G52400.1	AT3G09260.1	"AT3G09260.1 | Symbols: PYK10, PSR3.1, BGLU23, LEB | Glycosyl hydrolase superfamily protein | chr3:2840657-2843730 REVERSE LENGTH=524"	Color [DarkGray]	1	4								27	27	23	65.3	65.3	58.4	59.72	0	323.31	22280000000	1018	28.01618	28.30164	27.95848	26.76192	28.86215	28.72515	29.64627	30.22596	29.31376	28.67904	28.27414	28.69168	28.70254	29.1775	28.20607	27.83459	28.24451	28.27585	29.25108	28.88511	29.03351	28.83064	27.97706	28.5246
	3.112043	0.875039419	AT3G09440.2;AT3G09440.1	AT3G09440.2;AT3G09440.1	AT3G09440.2 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649;AT3G09440.1 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649	Color [DarkGray]	1	4								35	13	12	50.5	20.5	18.8	71.147	0	307.11	5039100000	360	25.9953	26.17863	26.02849	25.02873	25.84476	26.17123	28.1143	28.13694	28.22167	26.02435	25.41947	26.08429	27.08804	26.91051	26.82899	25.61548	26.04814	25.94834	27.08632	26.58755	26.76756	25.71906	18.49088	25.9337
	0.32014077	0.348820368	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1 | Symbols:  | Ribosomal L29 family protein  | chr3:2917047-2917895 FORWARD LENGTH=123;AT3G55170.2 | Symbols:  | Ribosomal L29 family protein  | chr3:20453136-20454293 REVERSE LENGTH=123;AT3G55170.1 | Symbols:  | Ribosomal L29 family protein  |	Color [DarkGray]	1	4								7	7	3	33.3	33.3	18.7	14.285	0	23.172	865700000	54	24.4321	24.75977	23.56423	20.85157	20.83461	23.0824	25.07486	25.49272	25.3522	23.16058	20.15519	23.58721	24.85139	24.88769	24.06349	22.31793	19.07747	23.37165	24.87816	24.65348	24.71003	23.46467	20.46203	24.02435
	0.757748106	0.255702337	AT3G09630.1;AT3G09630.2	AT3G09630.1;AT3G09630.2	AT3G09630.1 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406;AT3G09630.2 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=405	Color [DarkGray]	1	4								25	25	10	57.6	57.6	19.7	44.702	0	323.31	3891900000	222	26.17313	26.51834	26.25667	23.8663	24.5031	25.93795	26.73697	27.21069	27.53474	26.11726	24.84159	26.22529	26.76193	26.58915	26.36417	25.58088	24.33495	26.20517	26.74363	26.4014	26.83707	25.73655	24.64257	26.28653
	0.119846889	0.121973038	AT3G09820.2;AT3G09820.1;AT5G03300.1	AT3G09820.2;AT3G09820.1;AT5G03300.1	"AT3G09820.2 | Symbols: ADK1 | adenosine kinase 1 | chr3:3012645-3014624 FORWARD LENGTH=302;AT3G09820.1 | Symbols: ADK1, ATADK1 | adenosine kinase 1 | chr3:3012122-3014624 FORWARD LENGTH=344;AT5G03300.1 | Symbols: ADK2 | adenosine kinase 2 | chr5:796573-798"	Color [DarkGray]	1	4								7	7	7	38.1	38.1	38.1	33.326	0	92.297	883300000	80	23.48759	24.18547	23.29851	23.80407	22.92747	22.98548	20.99466	25.87671	25.04329	25.82951	23.74369	24.0415	23.87043	23.29936	24.16771	25.11156	23.10056	23.60839	25.0119	23.63921	23.04722	24.02863	23.20047	23.6382
	1.714062101	0.781585058	AT3G09840.1;AT5G03340.1;AT3G53230.1	AT3G09840.1;AT5G03340.1;AT3G53230.1	"AT3G09840.1 | Symbols: CDC48, ATCDC48, CDC48A | cell division cycle 48 | chr3:3019494-3022832 FORWARD LENGTH=809;AT5G03340.1 | Symbols:  | ATPase, AAA-type, CDC48 protein | chr5:810091-813133 REVERSE LENGTH=810;AT3G53230.1 | Symbols:  | ATPase, AAA-type, C"	Color [DarkGray]	1	4								22	22	22	37.3	37.3	37.3	89.392	0	184.15	1774300000	207	24.59538	25.26186	24.82203	23.66479	22.78806	24.43879	26.11747	26.63054	26.52908	24.19573	23.68209	24.02786	25.68795	25.55486	25.78122	24.46504	21.3774	24.78624	26.08154	25.4007	25.72494	24.18523	20.73105	24.22935
	1.678513444	0.741281509	AT5G03850.1;AT3G10090.1	AT5G03850.1;AT3G10090.1	"AT5G03850.1 | Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr5:1028542-1028736 REVERSE LENGTH=64;AT3G10090.1 | Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr3:3108960-3109154 REVERSE LENGTH=64"	Color [DarkGray]	1	4								7	7	6	71.9	71.9	53.1	7.3705	0	61.683	1583200000	115	24.40258	24.93905	24.8318	21.67392	22.68279	24.14094	25.96237	26.64189	26.3134	23.44531	23.43373	24.20533	25.66648	25.46575	25.26504	23.57474	22.82048	24.62231	25.64812	25.29517	25.52058	24.05758	23.97074	24.39394
	0.710360213	-1.091583252	AT3G10920.2;AT3G10920.1	AT3G10920.2;AT3G10920.1	"AT3G10920.2 | Symbols: MSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=230;AT3G10920.1 | Symbols: MSD1, MEE33, ATMSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=231"	Color [DarkGray]	1	4								2	2	2	11.3	11.3	11.3	25.344	0	5.0532	13386000	4	20.75809	19.01674	20.64816	20.23958	19.46647	19.20734	20.40545	19.66645	19.23161	20.81158	19.7833	20.05421	19.19506	19.69118	18.262	21.71699	18.86449	20.18699	20.89134	19.24589	19.02611	18.96773	19.41288	18.97798
	1.586540511	0.857055664	AT3G11130.1	AT3G11130.1	"AT3G11130.1 | Symbols:  | Clathrin, heavy chain | chr3:3482575-3491667 REVERSE LENGTH=1705"	Color [DarkGray]	1	4								47	47	7	33.1	33.1	5.3	193.24	0	246.46	722090000	63	23.19408	23.88552	23.85134	19.57145	22.46521	23.30743	19.4428	24.48044	24.19456	23.82019	18.67385	23.90707	24.50816	24.67744	24.31651	23.475	17.7254	24.31224	24.31084	23.95407	24.26212	24.45199	24.55647	23.78323
+	4.379643644	9.537008286	AT3G11270.1;AT3G11270.2	AT3G11270.1;AT3G11270.2	AT3G11270.1 | Symbols: MEE34 | Mov34/MPN/PAD-1 family protein | chr3:3528989-3531317 FORWARD LENGTH=310;AT3G11270.2 | Symbols: MEE34 | Mov34/MPN/PAD-1 family protein | chr3:3528989-3531317 FORWARD LENGTH=307	Color [DarkGray]	1	4					RPN8b	RP	RPN	24	10	10	81	47.1	47.1	35.085	0	323.31	17065000000	605	20.85599	19.2487	19.90203	18.58222	19.57587	19.8067	27.7848	26.9532	28.05052	29.05848	27.53328	27.66219	29.74768	29.6349	29.23516	28.61885	29.10658	29.30201	28.76303	28.67392	28.59832	28.47804	29.40292	28.1546
	0.37285732	-0.667957942	AT3G11400.1;AT3G11400.2;AT5G06000.1	AT3G11400.1;AT3G11400.2	"AT3G11400.1 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=294;AT3G11400.2 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=32"	Color [DarkGray]	1	4								3	3	3	11.2	11.2	11.2	32.714	0	5.013	93129000	6	21.74353	22.09332	22.38898	20.97396	20.06098	21.09319	19.92078	23.09363	22.41264	21.7586	21.28761	18.50374	22.26778	21.99213	19.96204	19.11685	20.28099	19.54102	22.43736	21.7762	22.46615	20.95355	19.58547	20.51411
	1.232492251	0.586386363	AT3G11510.1	AT3G11510.1	AT3G11510.1 | Symbols:  | Ribosomal protein S11 family protein | chr3:3623757-3624866 REVERSE LENGTH=150	Color [DarkGray]	1	4								12	12	2	54	54	10.7	16.273	0	149.62	565410000	15	23.40685	24.08241	23.60301	20.014	20.28467	21.1943	24.59059	25.4318	25.18592	21.68602	19.13757	22.08792	24.42732	24.3286	24.09552	21.32333	17.40398	21.0012	23.88554	25.04264	23.96712	21.22099	19.46348	20.91864
	0.429973009	0.318804423	AT3G11630.1	AT3G11630.1	AT3G11630.1 | Symbols:  | Thioredoxin superfamily protein | chr3:3672189-3673937 FORWARD LENGTH=266	Color [DarkGray]	1	4								7	7	3	44.4	44.4	21.1	29.092	0	157.72	1054700000	128	24.66713	24.40859	24.70625	23.92768	24.09882	24.28395	24.19044	25.18725	24.4107	24.89638	23.60829	23.30048	25.44151	24.39196	24.90491	25.28434	23.51519	20.74578	25.49849	23.72852	23.99071	24.57039	20.02338	23.34516
	1.228623561	-1.144946416	AT3G11710.1	AT3G11710.1	AT3G11710.1 | Symbols: ATKRS-1 | lysyl-tRNA synthetase 1 | chr3:3702359-3705613 REVERSE LENGTH=626	Color [DarkGray]	1	4								1	1	1	3.8	3.8	3.8	70.887	0	5.4649	8414800	2	20.13376	20.9747	19.54995	19.97682	19.60754	20.43237	20.03818	19.36041	18.40433	20.69002	20.41859	20.68958	18.89685	18.96798	19.35874	20.28105	20.17877	20.2604	21.21117	20.53444	18.73911	21.14837	18.02389	20.68388
	0.578768231	0.241644541	AT3G11830.1;AT3G11830.2	AT3G11830.1;AT3G11830.2	AT3G11830.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=557;AT3G11830.2 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=555	Color [DarkGray]	1	4								13	13	13	35.5	35.5	35.5	59.776	0	74.663	748570000	119	23.74313	24.16208	24.13776	19.72868	18.91596	24.11839	24.46486	25.37131	25.58588	24.29824	24.76724	24.02378	24.39382	24.37213	24.00195	23.5128	19.29644	24.01827	24.63879	23.77326	24.28956	22.1593	17.80439	22.62992
	1.860628124	0.898370743	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=199;AT3G11930.2 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=20	Color [DarkGray]	1	4								6	6	6	38.7	38.7	38.7	21.457	0	236.95	653470000	67	22.53562	22.76146	23.21716	23.17726	24.88541	24.43694	20.82239	20.14829	20.09588	20.60831	19.51245	20.30065	23.59787	23.8591	23.75238	25.2958	18.49831	24.73169	23.69742	22.67575	23.44022	25.7053	24.14344	25.42739
	0.157518495	-0.14533933	AT3G11940.2;AT3G11940.1	AT3G11940.2;AT3G11940.1	"AT3G11940.2 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207;AT3G11940.1 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207"	Color [DarkGray]	1	4								12	2	2	47.3	11.1	11.1	22.921	0	287.25	550280000	100	23.13254	24.1726	23.5259	21.74844	21.59195	23.73351	22.78817	25.04876	24.37899	22.91254	21.85628	23.40992	23.559	23.14205	23.69397	22.01139	21.1029	23.40693	24.48542	23.03375	23.66124	22.806	20.78093	22.97577
	1.155504207	-0.897778193	AT3G12110.1;AT2G42170.1	AT3G12110.1	AT3G12110.1 | Symbols: ACT11 | actin-11 | chr3:3858116-3859609 FORWARD LENGTH=377	Color [DarkGray]	1	4								23	5	3	66.3	19.6	15.9	41.674	0	23.619	38706000	6	20.83398	19.69731	20.63804	19.07363	19.20907	19.36859	20.08937	24.08391	19.37473	19.51721	19.7456	19.27395	19.62858	19.29234	19.55507	20.20135	19.08225	19.8804	20.50398	20.17093	19.478	20.1183	18.19581	20.68547
	1.254061761	-2.293558757	AT3G12390.1	AT3G12390.1	"AT3G12390.1 | Symbols:  | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr3:3942344-3943595 FORWARD LENGTH=203"	Color [DarkGray]	1	4								6	6	3	40.4	40.4	21.7	21.982	0	53.958	86037000	13	21.55386	21.26454	21.78464	20.46134	19.27606	20.60793	22.82013	23.92813	21.65683	18.11482	19.56521	22.50224	19.30835	20.66976	17.74426	19.1371	18.13886	18.74674	21.7987	19.8454	21.41705	20.03953	20.09757	20.49598
	0.446120722	-1.427401225	AT3G12580.1	AT3G12580.1	"AT3G12580.1 | Symbols: HSP70, ATHSP70 | heat shock protein 70 | chr3:3991487-3993689 REVERSE LENGTH=650"	Color [DarkGray]	1	4								26	7	6	31.8	9.4	9.4	71.101	0	51.14	437960000	45	23.34293	23.04749	22.35021	21.13333	22.04096	22.48857	25.76126	25.59879	24.52037	22.62646	19.55404	23.54471	22.8928	22.76572	18.7999	19.47001	20.12754	21.41753	23.47809	22.54364	22.29926	18.98774	19.08153	20.21569
	0.018471679	0.042020162	AT3G12780.1	AT3G12780.1	AT3G12780.1 | Symbols: PGK1 | phosphoglycerate kinase 1 | chr3:4061127-4063140 REVERSE LENGTH=481	Color [DarkGray]	1	4								18	18	11	42.8	42.8	27.4	50.111	0	158.39	1073700000	109	23.23672	25.05508	25.34747	24.14998	24.18045	23.90729	22.77568	25.77258	23.7104	24.76981	22.9395	23.42814	24.533	23.97897	25.25336	25.19288	23.19034	23.90178	25.90256	22.52049	23.8536	24.71049	21.76752	23.43414
	0.565539775	-0.940169017	AT3G12930.1	AT3G12930.1	AT3G12930.1 | Symbols:  | Lojap-related protein | chr3:4128465-4129616 FORWARD LENGTH=238	Color [DarkGray]	1	4								2	2	2	18.9	18.9	18.9	26.378	0	4.6013	8536800	2	19.79095	19.42282	21.43903	19.58539	21.56579	21.3043	19.44522	20.42288	20.8437	19.85852	18.52953	20.07607	19.19426	20.01041	18.62762	19.23675	20.39895	19.22057	19.59188	19.24193	19.73551	19.31675	20.51516	18.93742
+	4.028748575	6.987725576	AT3G13090.1	AT3G13090.1	"AT3G13090.1 | Symbols: ATMRP8, ABCC6, MRP8 | multidrug resistance-associated protein 8 | chr3:4203013-4208171 REVERSE LENGTH=1466"	Color [DarkGray]	1	4								1	1	1	1.5	1.5	1.5	164.37	0.0039254	3.0305	7213600000	2	20.51704	19.07557	19.95868	19.91544	18.78459	24.3434	18.75903	29.45262	28.98286	28.20579	28.72761	28.56304	26.61904	26.79936	27.09607	27.76896	28.3265	27.93766	26.35701	26.39609	26.63787	27.70015	28.34922	27.59533
	0.268987399	0.205668132	AT3G13120.2;AT3G13120.1	AT3G13120.2;AT3G13120.1	AT3G13120.2 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191;AT3G13120.1 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191	Color [DarkGray]	1	4								3	3	3	13.1	13.1	13.1	20.837	0	7.1095	214270000	21	21.96951	22.49282	22.89199	19.39169	21.36975	22.74605	23.90647	24.01742	20.42929	19.61938	20.82806	20.59337	22.91421	22.39727	22.65984	22.42708	19.06906	20.52955	23.44233	22.27338	23.17405	22.33066	18.82785	22.22161
	1.197447329	-2.499645233	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1309;AT3G13300.1 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1344;AT3G13290.1 | Sy	Color [DarkGray]	1	4								2	2	2	2.1	2.1	2.1	142.03	0.0075401	2.7591	219300000	3	20.31499	23.22515	22.21511	19.01362	19.46865	22.02371	24.71791	20.43461	24.0098	24.46661	18.24045	19.77246	19.19436	20.34773	18.7142	20.09207	19.24318	22.70119	18.97509	20.2896	19.1391	22.99665	23.38082	22.44733
+	2.85482581	3.576904933	AT3G13330.1	AT3G13330.1	AT3G13330.1 | Symbols: PA200 | proteasome activating protein 200 | chr3:4319804-4330061 REVERSE LENGTH=1816	Color [DarkGray]	1	4					PA200	PIP_CP	Assembly	52	52	52	35.2	35.2	35.2	203.62	0	323.31	9231300000	409	20.75234	19.81579	20.08161	18.80761	20.18877	19.51116	29.79988	29.62705	29.79078	29.2842	28.27896	28.296	23.08135	24.08942	24.20969	25.93824	25.4719	26.17388	27.03454	27.36411	20.71001	25.78643	26.61642	25.59082
	1.622368579	0.95598793	AT3G13470.1	AT3G13470.1	AT3G13470.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:4389685-4392624 FORWARD LENGTH=596	Color [DarkGray]	1	4								30	4	4	54.9	9.1	9.1	63.341	0	28.842	165710000	9	22.07091	21.91458	22.41486	20.97841	20.76806	21.60621	22.72882	23.33547	19.37021	22.51922	20.73613	22.55194	22.6392	23.33352	23.29558	18.8774	19.12011	19.60364	22.72631	22.3853	22.47202	19.08623	19.26992	22.04263
	0.159597653	0.209306081	AT3G13580.3;AT3G13580.2;AT3G13580.1	AT3G13580.3;AT3G13580.2;AT3G13580.1	AT3G13580.3 | Symbols:  | Ribosomal protein L30/L7 family protein | chr3:4433809-4435109 FORWARD LENGTH=244;AT3G13580.2 | Symbols:  | Ribosomal protein L30/L7 family protein | chr3:4433809-4435109 FORWARD LENGTH=244;AT3G13580.1 | Symbols:  | Ribosomal prot	Color [DarkGray]	1	4								11	2	2	46.7	9.8	9.8	28.433	0	7.2496	103160000	5	21.57495	22.70936	21.86079	20.8631	20.02156	21.04888	22.09382	23.17353	22.55962	21.68505	19.94254	19.17989	22.69242	22.52671	21.55389	19.18765	19.68499	19.84188	22.50601	22.19728	22.31062	20.72717	18.76407	20.57406
	1.597387473	1.078772227	AT3G13750.1	AT3G13750.1	AT3G13750.1 | Symbols: BGAL1 | beta galactosidase 1 | chr3:4511192-4515756 FORWARD LENGTH=847	Color [DarkGray]	1	4								2	2	2	4	4	4	93.658	0	8.4805	85391000	15	20.84253	21.73012	21.6924	19.39799	18.94161	18.96276	19.86485	19.78693	20.56457	20.49627	19.2247	18.857	22.54964	22.29157	22.66016	19.8665	17.66772	19.64614	22.18835	24.95407	19.38919	19.93152	20.23154	19.55304
	1.980398494	0.936318715	AT3G13860.1	AT3G13860.1	AT3G13860.1 | Symbols: HSP60-3A | heat shock protein 60-3A | chr3:4561704-4565133 REVERSE LENGTH=572	Color [DarkGray]	1	4								3	3	3	7.9	7.9	7.9	60.466	0	5.2573	28199000	4	20.33615	20.93409	20.33692	19.0422	19.99386	20.36105	21.02898	21.46199	18.44044	19.25096	19.74991	19.78235	21.50385	21.54312	21.36914	20.1038	17.44627	18.59928	21.24045	18.42635	20.1231	18.73109	19.54685	19.22763
	0.737291193	0.757438024	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2;AT1G72730.1	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2;AT1G72730.1	"AT3G13920.1 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594128 REVERSE LENGTH=412;AT3G13920.3 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594094 REVERSE LEN"	Color [DarkGray]	1	4								18	18	5	47.8	47.8	10.4	46.704	0	146.25	921840000	36	24.15126	23.8698	25.37384	21.373	23.09717	21.92243	24.3047	24.86282	24.77593	19.56904	22.8371	22.8315	25.05681	25.22968	25.38073	22.59999	22.97091	22.45861	25.04581	24.30869	25.53851	23.70888	22.46936	23.8886
	0.739962611	-0.183792114	AT3G13930.1;AT1G54220.2;AT1G54220.1	AT3G13930.1	"AT3G13930.1 | Symbols:  | Dihydrolipoamide acetyltransferase, long form protein | chr3:4596240-4600143 FORWARD LENGTH=539"	Color [DarkGray]	1	4								8	8	8	21.5	21.5	21.5	58.467	0	21.082	699200000	48	24.06569	24.08171	23.92939	22.00617	19.11644	23.60966	24.29918	23.88706	25.28618	24.26339	24.95527	23.34272	24.04539	23.71092	23.7691	23.40393	24.34821	23.70943	23.67706	23.72442	24.07138	23.9571	24.87694	23.70765
	0.012703054	0.044809341	AT3G14067.1	AT3G14067.1	AT3G14067.1 | Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777	Color [DarkGray]	1	4								3	3	3	9.5	9.5	9.5	81.816	0	9.1789	78827000	11	21.86896	21.46951	19.59302	21.37841	20.19953	20.81722	22.14532	21.91157	19.25761	20.26502	22.67888	22.42772	22.31621	19.2164	21.53331	20.11217	17.84116	20.94795	22.14218	19.14316	21.91572	19.0377	19.96326	20.61202
	0.828051543	1.961653392	AT3G14290.1	AT3G14290.1	AT3G14290.1 | Symbols: PAE2 | 20S proteasome alpha subunit E2 | chr3:4764364-4766381 FORWARD LENGTH=237	Color [DarkGray]	1	4					PAE2	CP	Alpha	28	4	4	86.1	23.2	23.2	25.977	0	323.31	41743000000	529	23.82732	27.2577	24.69748	22.70211	24.0659	25.54325	31.93148	32.34565	31.68687	29.38319	29.72205	28.10334	27.00567	27.96526	26.69653	26.88795	27.26243	29.0417	27.33462	27.80111	26.48583	27.66744	29.08207	27.56207
	0.413194875	0.22659111	AT3G14310.1;AT1G53830.1	AT3G14310.1	"AT3G14310.1 | Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592"	Color [DarkGray]	1	4								11	11	11	25.3	25.3	25.3	64.255	0	63.834	1437200000	146	24.00214	24.65162	24.67682	25.25251	24.29895	25.56958	24.34907	24.78585	23.52459	26.03701	24.75665	25.33581	24.75229	24.52055	24.73751	26.16536	24.66826	24.83859	24.5704	23.84961	24.10976	24.81506	23.70229	24.52414
	1.095924634	1.007389069	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.1 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.2 | Symbols:  | Aldolase-type	Color [DarkGray]	1	4								13	13	4	55.9	55.9	14.7	40.306	0	93.649	147280000	19	21.57393	21.88136	22.94791	21.26365	20.64324	21.24592	20.75868	20.0536	19.19034	20.50829	18.90141	19.22469	23.30417	23.20432	22.91687	23.14565	19.75984	18.30388	23.42984	21.5374	21.16492	22.42191	20.23558	21.37486
	0.038682566	0.030453364	AT3G14600.1	AT3G14600.1	AT3G14600.1 | Symbols:  | Ribosomal protein L18ae/LX family protein | chr3:4910773-4911933 FORWARD LENGTH=178	Color [DarkGray]	1	4								6	1	1	29.8	7.9	7.9	21.309	0	4.2409	82785000	16	21.02836	21.87204	21.56699	18.95422	19.70484	20.91814	19.01287	21.98433	22.70589	20.51687	20.69005	22.15805	21.7233	21.44455	21.3909	19.99346	18.73476	20.85401	21.90982	21.46564	21.53897	19.7086	18.76344	19.85334
	0.399055212	-0.514715195	AT3G14990.1;AT3G14990.3;AT3G14990.2	AT3G14990.1;AT3G14990.3;AT3G14990.2	AT3G14990.1 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047510-5049621 FORWARD LENGTH=392;AT3G14990.3 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047683-5049621 FORWARD LENGTH=369;	Color [DarkGray]	1	4								2	2	2	8.9	8.9	8.9	41.857	0	5.3713	21408000	5	19.52221	19.45315	20.90235	20.38195	19.87615	18.83765	20.71389	21.96122	21.76344	20.39517	20.93416	19.0868	18.89796	19.74991	19.68569	20.448	20.18114	20.04312	21.84739	19.08415	19.99504	19.94312	21.15799	22.03666
	0.796534181	0.82188797	AT3G15000.1;AT1G53260.2;AT1G53260.1	AT3G15000.1	AT3G15000.1 | Symbols:  | cobalt ion binding | chr3:5050321-5052121 FORWARD LENGTH=395	Color [DarkGray]	1	4								3	3	3	9.4	9.4	9.4	42.869	0	7.0955	149950000	18	21.35978	22.13393	22.28062	19.75346	20.64438	21.07519	22.82176	22.25703	23.4138	21.60741	21.26322	21.29284	23.06745	21.98654	23.186	20.89297	18.47882	19.30961	21.90121	21.09275	21.90208	21.72709	20.21222	21.20514
