LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
NaN	NaN	NaN	NaN	22.5441	NaN	30.7831	30.3337	30.2361	29.8255	29.2434	28.99	NaN	NaN	NaN	23.4266	NaN	NaN	NaN	NaN	NaN	NaN	23.2465	NaN				PAP1	PIP_CP	Assembly	18	18	18	75.1	75.1	75.1	27.028	0	323.31	13426000000	425	AT3G07640.1	AT3G07640.1	AT3G07640.1 | Symbols:  | unknown protein;Has 27 Blast hits to 27 proteins in 10 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 27;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink). | chr3:2438171-2439661 FORWARD LENGTH=241
NaN	22.3114	22.1786	NaN	NaN	21.6355	NaN	22.6489	NaN	NaN	NaN	NaN	22.8629	22.6849	22.6187	NaN	NaN	NaN	22.9532	22.3669	22.7799	NaN	NaN	NaN							43	3	3	31.2	2.5	2.5	193.27	0	7.9876	103900000	18	AT3G08530.1	AT3G08530.1	"AT3G08530.1 | Symbols:  | Clathrin, heavy chain | chr3:2587171-2595411 REVERSE LENGTH=1703"
22.8913	22.1252	22.2869	22.6633	23.9006	24.1539	24.7402	23.7764	24.0774	25.9394	25.0084	24.189	24.5655	24.2815	24.3332	23.6668	23.6828	25.1639	23.6909	24.4163	24.0898	25.3508	26.0601	25.3759							7	7	5	20.7	20.7	15.5	41.475	0	35.546	1151700000	71	AT3G08580.2;AT3G08580.1;AT4G28390.1	AT3G08580.2;AT3G08580.1	AT3G08580.2 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381;AT3G08580.1 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381
26.3286	25.8298	25.6213	23.304	24.9859	24.8686	27.3748	27.6334	26.7388	26.3626	25.8927	25.7525	26.6263	26.3998	25.7272	24.8491	24.622	24.8137	26.511	26.0127	26.1973	24.9937	25.5051	25.1188							24	24	15	58	58	38	60.763	0	323.31	3304700000	313	AT3G08590.2;AT3G08590.1	AT3G08590.2;AT3G08590.1	"AT3G08590.2 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr3:2608683-2611237 REVERSE LENGTH=560;AT3G08590.1 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr3:2608683-2611237 REVERSE LENGTH=56"
21.0832	21.2283	21.5355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							1	1	1	6.4	6.4	6.4	26.228	0.007533	2.7553	10797000	1	AT3G08740.1	AT3G08740.1	AT3G08740.1 | Symbols:  | elongation factor P (EF-P) family protein | chr3:2654788-2656154 REVERSE LENGTH=236
NaN	19.3375	NaN	NaN	NaN	NaN	NaN	20.9562	NaN	NaN	NaN	NaN	NaN	19.3084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							1	1	1	2	2	2	96.4	0	8.7521	5475700	1	AT3G08943.1;AT3G08947.1	AT3G08943.1;AT3G08947.1	AT3G08943.1 | Symbols:  | ARM repeat superfamily protein | chr3:2719198-2721911 REVERSE LENGTH=871;AT3G08947.1 | Symbols:  | ARM repeat superfamily protein | chr3:2724007-2726722 FORWARD LENGTH=873
26.218	26.5011	25.9734	23.6798	24.2346	26.0799	26.8316	27.4157	27.2154	26.6913	25.3763	26.7353	26.7511	26.7246	26.4514	25.7122	24.7374	26.7158	26.7453	26.7023	26.6853	26.4539	24.944	26.6736							14	14	14	51.9	51.9	51.9	34.133	0	164.3	4219500000	303	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:2823364-2825020 REVERSE LENGTH=320;AT3G11250.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:3521453-3522826 FORWARD LENGTH=323;AT3G09200.2 | Symbols:  | Ribosomal protein L1
28.0162	28.3016	27.9585	26.7619	28.8622	28.7252	29.6463	30.226	29.3138	28.679	28.2741	28.6917	28.7025	29.1775	28.2061	27.8346	28.2445	28.2758	29.2511	28.8851	29.0335	28.8306	27.9771	28.5246							27	27	23	65.3	65.3	58.4	59.72	0	323.31	22280000000	1018	AT3G09260.1;AT5G28510.1;AT1G52400.2;AT3G21370.1;AT1G52400.3;AT1G52400.1	AT3G09260.1	"AT3G09260.1 | Symbols: PYK10, PSR3.1, BGLU23, LEB | Glycosyl hydrolase superfamily protein | chr3:2840657-2843730 REVERSE LENGTH=524"
25.9953	26.1786	26.0285	25.0287	25.8448	26.1712	28.1143	28.1369	28.2217	26.0244	25.4195	26.0843	27.088	26.9105	26.829	25.6155	26.0481	25.9483	27.0863	26.5875	26.7676	25.7191	NaN	25.9337							35	13	12	50.5	20.5	18.8	71.147	0	307.11	5039100000	360	AT3G09440.2;AT3G09440.1	AT3G09440.2;AT3G09440.1	AT3G09440.2 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649;AT3G09440.1 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649
24.4321	24.7598	23.5642	20.8516	20.8346	23.0824	25.0749	25.4927	25.3522	23.1606	NaN	23.5872	24.8514	24.8877	24.0635	22.3179	NaN	23.3716	24.8782	24.6535	24.71	23.4647	NaN	24.0243							7	7	3	33.3	33.3	18.7	14.285	0	23.172	865700000	54	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1 | Symbols:  | Ribosomal L29 family protein  | chr3:2917047-2917895 FORWARD LENGTH=123;AT3G55170.2 | Symbols:  | Ribosomal L29 family protein  | chr3:20453136-20454293 REVERSE LENGTH=123;AT3G55170.1 | Symbols:  | Ribosomal L29 family protein  |
26.1731	26.5183	26.2567	23.8663	24.5031	25.938	26.737	27.2107	27.5347	26.1173	24.8416	26.2253	26.7619	26.5892	26.3642	25.5809	24.3349	26.2052	26.7436	26.4014	26.8371	25.7366	24.6426	26.2865							25	25	10	57.6	57.6	19.7	44.702	0	323.31	3891900000	222	AT3G09630.1;AT3G09630.2	AT3G09630.1;AT3G09630.2	AT3G09630.1 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406;AT3G09630.2 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=405
23.4876	24.1855	23.2985	23.8041	22.9275	22.9855	NaN	25.8767	25.0433	25.8295	23.7437	24.0415	23.8704	23.2994	24.1677	25.1116	23.1006	23.6084	25.0119	23.6392	23.0472	24.0286	23.2005	23.6382							7	7	7	38.1	38.1	38.1	33.326	0	92.297	883300000	80	AT3G09820.2;AT3G09820.1;AT5G03300.1	AT3G09820.2;AT3G09820.1;AT5G03300.1	"AT3G09820.2 | Symbols: ADK1 | adenosine kinase 1 | chr3:3012645-3014624 FORWARD LENGTH=302;AT3G09820.1 | Symbols: ADK1, ATADK1 | adenosine kinase 1 | chr3:3012122-3014624 FORWARD LENGTH=344;AT5G03300.1 | Symbols: ADK2 | adenosine kinase 2 | chr5:796573-798"
24.5954	25.2619	24.822	23.6648	22.7881	24.4388	26.1175	26.6305	26.5291	24.1957	23.6821	24.0279	25.6879	25.5549	25.7812	24.465	21.3774	24.7862	26.0815	25.4007	25.7249	24.1852	NaN	24.2294							22	22	22	37.3	37.3	37.3	89.392	0	184.15	1774300000	207	AT3G09840.1;AT5G03340.1;AT3G53230.1	AT3G09840.1;AT5G03340.1;AT3G53230.1	"AT3G09840.1 | Symbols: CDC48, ATCDC48, CDC48A | cell division cycle 48 | chr3:3019494-3022832 FORWARD LENGTH=809;AT5G03340.1 | Symbols:  | ATPase, AAA-type, CDC48 protein | chr5:810091-813133 REVERSE LENGTH=810;AT3G53230.1 | Symbols:  | ATPase, AAA-type, C"
24.4026	24.939	24.8318	21.6739	22.6828	24.1409	25.9624	26.6419	26.3134	23.4453	23.4337	24.2053	25.6665	25.4657	25.265	23.5747	22.8205	24.6223	25.6481	25.2952	25.5206	24.0576	23.9707	24.3939							7	7	6	71.9	71.9	53.1	7.3705	0	61.683	1583200000	115	AT5G03850.1;AT3G10090.1	AT5G03850.1;AT3G10090.1	"AT5G03850.1 | Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr5:1028542-1028736 REVERSE LENGTH=64;AT3G10090.1 | Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr3:3108960-3109154 REVERSE LENGTH=64"
NaN	NaN	20.6482	20.2396	19.4665	19.2073	NaN	NaN	NaN	20.8116	NaN	NaN	NaN	NaN	NaN	21.717	NaN	NaN	20.8913	NaN	NaN	NaN	NaN	NaN							2	2	2	11.3	11.3	11.3	25.344	0	5.0532	13386000	4	AT3G10920.2;AT3G10920.1	AT3G10920.2;AT3G10920.1	"AT3G10920.2 | Symbols: MSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=230;AT3G10920.1 | Symbols: MSD1, MEE33, ATMSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=231"
23.1941	23.8855	23.8513	NaN	22.4652	23.3074	NaN	24.4804	24.1946	23.8202	NaN	23.9071	24.5082	24.6774	24.3165	23.475	NaN	24.3122	24.3108	23.9541	24.2621	24.452	24.5565	23.7832							47	47	7	33.1	33.1	5.3	193.24	0	246.46	722090000	63	AT3G11130.1	AT3G11130.1	"AT3G11130.1 | Symbols:  | Clathrin, heavy chain | chr3:3482575-3491667 REVERSE LENGTH=1705"
NaN	NaN	NaN	NaN	NaN	NaN	27.7848	26.9532	28.0505	29.0585	27.5333	27.6622	29.7477	29.6349	29.2352	28.6189	29.1066	29.302	28.763	28.6739	28.5983	28.478	29.4029	28.1546				RPN8b	RP	RPN	24	10	10	81	47.1	47.1	35.085	0	323.31	17065000000	605	AT3G11270.1;AT3G11270.2	AT3G11270.1;AT3G11270.2	AT3G11270.1 | Symbols: MEE34 | Mov34/MPN/PAD-1 family protein | chr3:3528989-3531317 FORWARD LENGTH=310;AT3G11270.2 | Symbols: MEE34 | Mov34/MPN/PAD-1 family protein | chr3:3528989-3531317 FORWARD LENGTH=307
21.7435	22.0933	22.389	20.974	NaN	21.0932	NaN	23.0936	22.4126	NaN	NaN	NaN	22.2678	21.9921	NaN	NaN	NaN	NaN	22.4374	21.7762	22.4661	20.9535	NaN	NaN							3	3	3	11.2	11.2	11.2	32.714	0	5.013	93129000	6	AT3G11400.1;AT3G11400.2;AT5G06000.1	AT3G11400.1;AT3G11400.2	"AT3G11400.1 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=294;AT3G11400.2 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=32"
23.4069	24.0824	23.603	20.014	20.2847	21.1943	24.5906	25.4318	25.1859	21.686	NaN	22.0879	24.4273	24.3286	24.0955	NaN	NaN	21.0012	23.8855	25.0426	23.9671	21.221	NaN	20.9186							12	12	2	54	54	10.7	16.273	0	149.62	565410000	15	AT3G11510.1	AT3G11510.1	AT3G11510.1 | Symbols:  | Ribosomal protein S11 family protein | chr3:3623757-3624866 REVERSE LENGTH=150
24.6671	24.4086	24.7063	23.9277	24.0988	24.2839	24.1904	25.1872	24.4107	24.8964	23.6083	23.3005	25.4415	24.392	24.9049	25.2843	23.5152	NaN	25.4985	23.7285	23.9907	24.5704	NaN	23.3452							7	7	3	44.4	44.4	21.1	29.092	0	157.72	1054700000	128	AT3G11630.1	AT3G11630.1	AT3G11630.1 | Symbols:  | Thioredoxin superfamily protein | chr3:3672189-3673937 FORWARD LENGTH=266
NaN	20.9747	NaN	NaN	NaN	20.4324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.2112	NaN	NaN	NaN	NaN	NaN							1	1	1	3.8	3.8	3.8	70.887	0	5.4649	8414800	2	AT3G11710.1	AT3G11710.1	AT3G11710.1 | Symbols: ATKRS-1 | lysyl-tRNA synthetase 1 | chr3:3702359-3705613 REVERSE LENGTH=626
23.7431	24.1621	24.1378	NaN	18.916	24.1184	24.4649	25.3713	25.5859	24.2982	24.7672	24.0238	24.3938	24.3721	24.0019	23.5128	NaN	24.0183	24.6388	23.7733	24.2896	22.1593	NaN	22.6299							13	13	13	35.5	35.5	35.5	59.776	0	74.663	748570000	119	AT3G11830.1;AT3G11830.2	AT3G11830.1;AT3G11830.2	AT3G11830.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=557;AT3G11830.2 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=555
22.5356	22.7615	23.2172	23.1773	24.8854	24.4369	NaN	NaN	NaN	NaN	NaN	NaN	23.5979	23.8591	23.7524	25.2958	NaN	24.7317	23.6974	22.6758	23.4402	25.7053	24.1434	25.4274							6	6	6	38.7	38.7	38.7	21.457	0	236.95	653470000	67	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=199;AT3G11930.2 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=20
23.1325	24.1726	23.5259	21.7484	21.592	23.7335	22.7882	25.0488	24.379	22.9125	21.8563	23.4099	23.559	23.142	23.694	22.0114	21.1029	23.4069	24.4854	23.0338	23.6612	22.806	20.7809	22.9758							12	2	2	47.3	11.1	11.1	22.921	0	287.25	550280000	100	AT3G11940.2;AT3G11940.1	AT3G11940.2;AT3G11940.1	"AT3G11940.2 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207;AT3G11940.1 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207"
20.834	NaN	20.638	NaN	NaN	NaN	NaN	24.0839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							23	5	3	66.3	19.6	15.9	41.674	0	23.619	38706000	6	AT3G12110.1;AT2G42170.1	AT3G12110.1	AT3G12110.1 | Symbols: ACT11 | actin-11 | chr3:3858116-3859609 FORWARD LENGTH=377
21.5539	21.2645	21.7846	20.4613	19.2761	20.6079	22.8201	23.9281	21.6568	18.1148	19.5652	NaN	19.3083	20.6698	17.7443	NaN	NaN	NaN	21.7987	19.8454	21.417	NaN	NaN	NaN							6	6	3	40.4	40.4	21.7	21.982	0	53.958	86037000	13	AT3G12390.1	AT3G12390.1	"AT3G12390.1 | Symbols:  | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr3:3942344-3943595 FORWARD LENGTH=203"
23.3429	23.0475	22.3502	NaN	22.041	22.4886	25.7613	25.5988	24.5204	22.6265	NaN	23.5447	22.8928	22.7657	NaN	NaN	NaN	NaN	23.4781	22.5436	22.2993	NaN	NaN	NaN							26	7	6	31.8	9.4	9.4	71.101	0	51.14	437960000	45	AT3G12580.1	AT3G12580.1	"AT3G12580.1 | Symbols: HSP70, ATHSP70 | heat shock protein 70 | chr3:3991487-3993689 REVERSE LENGTH=650"
23.2367	25.0551	25.3475	24.15	24.1805	23.9073	22.7757	25.7726	23.7104	24.7698	22.9395	23.4281	24.533	23.979	25.2534	25.1929	23.1903	23.9018	25.9026	22.5205	23.8536	24.7105	21.7675	23.4341							18	18	11	42.8	42.8	27.4	50.111	0	158.39	1073700000	109	AT3G12780.1	AT3G12780.1	AT3G12780.1 | Symbols: PGK1 | phosphoglycerate kinase 1 | chr3:4061127-4063140 REVERSE LENGTH=481
NaN	NaN	21.439	NaN	21.5658	21.3043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							2	2	2	18.9	18.9	18.9	26.378	0	4.6013	8536800	2	AT3G12930.1	AT3G12930.1	AT3G12930.1 | Symbols:  | Lojap-related protein | chr3:4128465-4129616 FORWARD LENGTH=238
NaN	NaN	NaN	NaN	NaN	24.3434	NaN	29.4526	28.9829	28.2058	28.7276	28.563	26.619	26.7994	27.0961	27.769	28.3265	27.9377	26.357	26.3961	26.6379	27.7001	28.3492	27.5953							1	1	1	1.5	1.5	1.5	164.37	0.0039254	3.0305	7213600000	2	AT3G13090.1	AT3G13090.1	"AT3G13090.1 | Symbols: ATMRP8, ABCC6, MRP8 | multidrug resistance-associated protein 8 | chr3:4203013-4208171 REVERSE LENGTH=1466"
21.9695	22.4928	22.892	NaN	21.3698	22.746	23.9065	24.0174	NaN	NaN	NaN	NaN	22.9142	22.3973	22.6598	22.4271	NaN	NaN	23.4423	22.2734	23.1741	22.3307	NaN	22.2216							3	3	3	13.1	13.1	13.1	20.837	0	7.1095	214270000	21	AT3G13120.2;AT3G13120.1	AT3G13120.2;AT3G13120.1	AT3G13120.2 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191;AT3G13120.1 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191
NaN	23.2251	22.2151	NaN	NaN	22.0237	24.7179	20.4346	24.0098	24.4666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7012	NaN	NaN	NaN	22.9966	23.3808	22.4473							2	2	2	2.1	2.1	2.1	142.03	0.0075401	2.7591	219300000	3	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1309;AT3G13300.1 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1344;AT3G13290.1 | Sy
NaN	NaN	NaN	NaN	NaN	NaN	29.7999	29.627	29.7908	29.2842	28.279	28.296	23.0813	24.0894	24.2097	25.9382	25.4719	26.1739	27.0345	27.3641	NaN	25.7864	26.6164	25.5908				PA200	PIP_CP	Assembly	52	52	52	35.2	35.2	35.2	203.62	0	323.31	9231300000	409	AT3G13330.1	AT3G13330.1	AT3G13330.1 | Symbols: PA200 | proteasome activating protein 200 | chr3:4319804-4330061 REVERSE LENGTH=1816
22.0709	21.9146	22.4149	20.9784	20.7681	21.6062	22.7288	23.3355	NaN	22.5192	NaN	22.5519	22.6392	23.3335	23.2956	NaN	NaN	NaN	22.7263	22.3853	22.472	NaN	NaN	22.0426							30	4	4	54.9	9.1	9.1	63.341	0	28.842	165710000	9	AT3G13470.1	AT3G13470.1	AT3G13470.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:4389685-4392624 FORWARD LENGTH=596
21.575	22.7094	21.8608	20.8631	NaN	21.0489	22.0938	23.1735	22.5596	21.685	NaN	NaN	22.6924	22.5267	21.5539	NaN	NaN	NaN	22.506	22.1973	22.3106	20.7272	NaN	NaN							11	2	2	46.7	9.8	9.8	28.433	0	7.2496	103160000	5	AT3G13580.3;AT3G13580.2;AT3G13580.1	AT3G13580.3;AT3G13580.2;AT3G13580.1	AT3G13580.3 | Symbols:  | Ribosomal protein L30/L7 family protein | chr3:4433809-4435109 FORWARD LENGTH=244;AT3G13580.2 | Symbols:  | Ribosomal protein L30/L7 family protein | chr3:4433809-4435109 FORWARD LENGTH=244;AT3G13580.1 | Symbols:  | Ribosomal prot
NaN	21.7301	21.6924	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.5496	22.2916	22.6602	NaN	NaN	NaN	22.1884	24.9541	NaN	NaN	NaN	NaN							2	2	2	4	4	4	93.658	0	8.4805	85391000	15	AT3G13750.1	AT3G13750.1	AT3G13750.1 | Symbols: BGAL1 | beta galactosidase 1 | chr3:4511192-4515756 FORWARD LENGTH=847
20.3361	20.9341	20.3369	NaN	NaN	20.3611	NaN	NaN	NaN	NaN	NaN	NaN	21.5039	21.5431	21.3691	NaN	NaN	NaN	21.2404	NaN	NaN	NaN	NaN	NaN							3	3	3	7.9	7.9	7.9	60.466	0	5.2573	28199000	4	AT3G13860.1	AT3G13860.1	AT3G13860.1 | Symbols: HSP60-3A | heat shock protein 60-3A | chr3:4561704-4565133 REVERSE LENGTH=572
24.1513	23.8698	25.3738	21.373	23.0972	21.9224	24.3047	24.8628	24.7759	NaN	22.8371	22.8315	25.0568	25.2297	25.3807	22.6	22.9709	22.4586	25.0458	24.3087	25.5385	23.7089	22.4694	23.8886							18	18	5	47.8	47.8	10.4	46.704	0	146.25	921840000	36	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2;AT1G72730.1	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2;AT1G72730.1	"AT3G13920.1 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594128 REVERSE LENGTH=412;AT3G13920.3 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594094 REVERSE LEN"
24.0657	24.0817	23.9294	22.0062	NaN	23.6097	24.2992	23.8871	25.2862	24.2634	24.9553	23.3427	24.0454	23.7109	23.7691	23.4039	24.3482	23.7094	23.6771	23.7244	24.0714	23.9571	24.8769	23.7077							8	8	8	21.5	21.5	21.5	58.467	0	21.082	699200000	48	AT3G13930.1;AT1G54220.2;AT1G54220.1	AT3G13930.1	"AT3G13930.1 | Symbols:  | Dihydrolipoamide acetyltransferase, long form protein | chr3:4596240-4600143 FORWARD LENGTH=539"
21.869	21.4695	NaN	21.3784	NaN	20.8172	22.1453	21.9116	NaN	NaN	22.6789	22.4277	22.3162	NaN	21.5333	NaN	NaN	NaN	22.1422	NaN	21.9157	NaN	NaN	NaN							3	3	3	9.5	9.5	9.5	81.816	0	9.1789	78827000	11	AT3G14067.1	AT3G14067.1	AT3G14067.1 | Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777
23.8273	27.2577	24.6975	22.7021	24.0659	25.5433	31.9315	32.3456	31.6869	29.3832	29.7221	28.1033	27.0057	27.9653	26.6965	26.888	27.2624	29.0417	27.3346	27.8011	26.4858	27.6674	29.0821	27.5621				PAE2	CP	Alpha	28	4	4	86.1	23.2	23.2	25.977	0	323.31	41743000000	529	AT3G14290.1	AT3G14290.1	AT3G14290.1 | Symbols: PAE2 | 20S proteasome alpha subunit E2 | chr3:4764364-4766381 FORWARD LENGTH=237
24.0021	24.6516	24.6768	25.2525	24.2989	25.5696	24.3491	24.7858	23.5246	26.037	24.7567	25.3358	24.7523	24.5205	24.7375	26.1654	24.6683	24.8386	24.5704	23.8496	24.1098	24.8151	23.7023	24.5241							11	11	11	25.3	25.3	25.3	64.255	0	63.834	1437200000	146	AT3G14310.1;AT1G53830.1	AT3G14310.1	"AT3G14310.1 | Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592"
21.5739	21.8814	22.9479	21.2636	20.6432	21.2459	NaN	NaN	NaN	NaN	NaN	NaN	23.3042	23.2043	22.9169	23.1457	NaN	NaN	23.4298	21.5374	21.1649	22.4219	NaN	21.3749							13	13	4	55.9	55.9	14.7	40.306	0	93.649	147280000	19	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.1 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.2 | Symbols:  | Aldolase-type
21.0284	21.872	21.567	NaN	19.7048	20.9181	NaN	21.9843	22.7059	NaN	NaN	22.158	21.7233	21.4446	21.3909	NaN	NaN	NaN	21.9098	21.4656	21.539	NaN	NaN	NaN							6	1	1	29.8	7.9	7.9	21.309	0	4.2409	82785000	16	AT3G14600.1	AT3G14600.1	AT3G14600.1 | Symbols:  | Ribosomal protein L18ae/LX family protein | chr3:4910773-4911933 FORWARD LENGTH=178
NaN	NaN	20.9023	20.3819	NaN	NaN	NaN	21.9612	21.7634	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.8474	NaN	NaN	NaN	NaN	NaN							2	2	2	8.9	8.9	8.9	41.857	0	5.3713	21408000	5	AT3G14990.1;AT3G14990.3;AT3G14990.2	AT3G14990.1;AT3G14990.3;AT3G14990.2	AT3G14990.1 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047510-5049621 FORWARD LENGTH=392;AT3G14990.3 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047683-5049621 FORWARD LENGTH=369;
21.3598	22.1339	22.2806	19.7535	20.6444	21.0752	22.8218	22.257	23.4138	21.6074	21.2632	NaN	23.0674	21.9865	23.186	20.893	NaN	NaN	21.9012	21.0927	21.9021	21.7271	NaN	21.2051							3	3	3	9.4	9.4	9.4	42.869	0	7.0955	149950000	18	AT3G15000.1;AT1G53260.2;AT1G53260.1	AT3G15000.1	AT3G15000.1 | Symbols:  | cobalt ion binding | chr3:5050321-5052121 FORWARD LENGTH=395
23.1289	23.4783	23.5601	NaN	NaN	NaN	NaN	NaN	24.6	NaN	NaN	NaN	30.3502	30.2869	29.8813	28.8691	29.4862	29.6072	29.9268	29.4649	29.8698	28.6429	29.4385	28.4204				HSM3	PIP_RP	Assembly	30	30	30	57.2	57.2	57.2	56.692	0	323.31	20528000000	942	AT3G15180.1;AT3G15180.2	AT3G15180.1;AT3G15180.2	AT3G15180.1 | Symbols:  | ARM repeat superfamily protein | chr3:5111952-5115803 FORWARD LENGTH=519;AT3G15180.2 | Symbols:  | ARM repeat superfamily protein | chr3:5111952-5115803 FORWARD LENGTH=551
