Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Fasta headers	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	ProteasomeAnnotation	SubComplexAnnotation	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS Count	LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3
	1.0716789456848	-3.48266092936198	AT3G01500.1;AT3G01500.3;AT3G01500.2	AT3G01500.1;AT3G01500.3;AT3G01500.2	AT3G01500.1 | Symbols: CA1, ATBCA1, SABP3, ATSABP3 | carbonic anhydrase 1 | chr3:194853-196716 REVERSE LENGTH=270;AT3G01500.3 | Symbols: CA1 | carbonic anhydrase 1 | chr3:195173-197873 REVERSE LENGTH=336;AT3G01500.2 | Symbols: CA1 | carbonic anhydrase 1 |	Color [DarkGray]	1	4							18	9	9	66.7	30.7	30.7	29.504	0	75.489	1241300000	133	24.20774	25.06102	25.13341	24.05816	24.33072	24.81228	19.36389	24.26249	20.32781	24.39159	24.87807	19.8698	25.40869	24.86349	25.67007	25.74277	24.39534	24.39223	25.62564	24.43146	24.65745	25.24672	24.56697	24.73719
	0.684343977163225	1.20286877950033	AT3G01570.1	AT3G01570.1	AT3G01570.1 | Symbols:  | Oleosin family protein | chr3:222152-222778 REVERSE LENGTH=183	Color [DarkGray]	1	4							1	1	1	6	6	6	19.754	0.0030151	3.292	40602000	2	19.03886	19.7695	20.25118	19.44622	18.89619	18.08688	21.92561	21.23107	19.51147	19.71485	21.39932	20.87598	19.19411	19.85242	19.48417	19.65018	18.08446	19.98337	20.65084	19.38417	20.53052	18.69773	23.42404	21.59299
	1.32763013438007	1.19248898824056	AT3G02080.1	AT3G02080.1	AT3G02080.1 | Symbols:  | Ribosomal protein S19e family protein | chr3:364138-365161 REVERSE LENGTH=143	Color [DarkGray]	1	4							12	12	3	65	65	21.7	15.828	0	66.515	870000000	81	24.00049	24.43758	23.79514	19.18715	22.86301	22.10338	24.61127	25.91094	25.28848	22.47318	20.87192	22.9107	24.73381	25.11342	24.56018	21.91057	21.91765	24.05214	24.81678	24.3964	25.02006	22.48491	19.72213	23.93044
	0.0890809698973781	0.277363459269207	AT3G02090.1;AT3G02090.2	AT3G02090.1;AT3G02090.2	AT3G02090.1 | Symbols: MPPBETA | Insulinase (Peptidase family M16) protein | chr3:365624-368526 FORWARD LENGTH=531;AT3G02090.2 | Symbols: MPPBETA | Insulinase (Peptidase family M16) protein | chr3:365624-368534 FORWARD LENGTH=535	Color [DarkGray]	1	4							2	2	2	5.6	5.6	5.6	59.159	0	5.4741	69046000	7	20.04715	20.58691	20.39192	19.49508	19.13681	21.58788	21.70728	18.42737	21.72342	21.95805	20.48748	21.2166	21.36906	21.64535	20.91189	19.82608	17.40149	21.44425	21.52473	20.07766	21.36741	22.14557	22.74456	22.74836
	1.22290203945744	1.39447021484375	AT3G02230.1	AT3G02230.1	AT3G02230.1 | Symbols: RGP1, ATRGP1 | reversibly glycosylated polypeptide 1 | chr3:415463-417304 FORWARD LENGTH=357	Color [DarkGray]	1	4							14	14	5	56.3	56.3	24.4	40.629	0	79.066	368860000	69	23.39946	23.58738	22.06651	19.52917	19.5926	22.07315	23.94349	24.73946	24.55381	19.34504	19.9678	19.46533	23.6695	24.03744	23.65252	19.33632	18.49084	18.90877	24.00104	23.65129	22.92159	19.52189	19.03745	18.65288
	0.207216613237954	-0.21803092956543	AT3G02520.1	AT3G02520.1	AT3G02520.1 | Symbols: GRF7, GF14 NU | general regulatory factor 7 | chr3:526800-527915 REVERSE LENGTH=265	Color [DarkGray]	1	4							9	3	2	34	15.5	9.1	29.824	0	13.694	17774000	6	21.17476	21.11534	20.86567	20.31462	20.13469	19.63345	20.05454	21.10316	21.34397	19.73019	19.19015	19.99929	19.5357	18.65101	18.70838	18.9754	19.59212	21.1884	19.39888	19.83515	17.91195	19.69497	18.62734	20.21053
	2.36411023023114	1.39200337727864	AT3G02530.1;AT5G16070.1	AT3G02530.1;AT5G16070.1	AT3G02530.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:528806-532457 REVERSE LENGTH=535;AT5G16070.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:5247549-5251050 REVERSE LENGTH=535	Color [DarkGray]	1	4							10	10	10	29.3	29.3	29.3	58.949	0	27.03	596660000	64	23.51753	23.59579	23.51345	20.54548	21.05635	23.05146	24.63579	25.40335	24.76365	20.01292	24.01336	23.5276	24.04522	23.96663	23.77042	23.01187	18.94177	23.62232	23.81294	23.87636	23.7942	22.80004	20.50655	23.5518
	1.7455263608091	1.02840042114258	AT3G02560.2;AT3G02560.1	AT3G02560.2;AT3G02560.1	AT3G02560.2 | Symbols:  | Ribosomal protein S7e family protein | chr3:542341-543168 FORWARD LENGTH=191;AT3G02560.1 | Symbols:  | Ribosomal protein S7e family protein | chr3:542341-543168 FORWARD LENGTH=191	Color [DarkGray]	1	4							7	5	5	40.8	35.6	35.6	22.196	0	33.945	464900000	67	23.27168	23.71366	23.45257	19.15031	22.52869	22.44806	24.0426	24.73379	24.74673	19.22754	19.58799	19.40782	24.2733	23.84604	23.93093	19.35128	20.79233	20.59838	24.37986	24.0729	24.13414	19.21306	18.17587	23.42854
	2.66113014517154	-2.40129216512044	AT3G02730.1	AT3G02730.1	AT3G02730.1 | Symbols: TRXF1, ATF1 | thioredoxin F-type 1 | chr3:588570-589591 REVERSE LENGTH=178	Color [DarkGray]	1	4							3	3	3	24.2	24.2	24.2	19.325	0	4.8612	82527000	6	22.73112	21.78919	22.44862	21.44915	19.0619	21.31794	19.83315	19.63032	20.30157	19.27435	19.98873	20.34885	22.26585	22.25689	19.54733	19.62721	19.35436	22.79883	22.15059	20.3431	21.93502	18.85794	20.57957	19.04975
	0.474313326243241	1.32139523824056	AT3G03250.1;AT5G17310.2;AT5G17310.1	AT3G03250.1	AT3G03250.1 | Symbols: UGP, UGP1, AtUGP1 | UDP-GLUCOSE PYROPHOSPHORYLASE 1 | chr3:749761-754014 REVERSE LENGTH=469	Color [DarkGray]	1	4							9	9	9	28.6	28.6	28.6	51.738	0	19.211	236280000	25	19.94516	23.05911	22.08047	22.42315	21.48909	21.41405	21.86752	24.51425	22.66715	24.89143	23.12345	22.31574	20.38558	18.5738	17.61669	23.24012	18.65706	20.06676	22.91659	21.36729	22.02709	19.22779	19.62284	19.75755
	0.845243977088735	1.85063234965007	AT3G03270.2;AT3G03270.1	AT3G03270.2;AT3G03270.1	AT3G03270.2 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:762136-763075 REVERSE LENGTH=159;AT3G03270.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:761383-763075 REVERSE LENGTH=201	Color [DarkGray]	1	4							3	3	3	33.3	33.3	33.3	17.439	0	11.63	205650000	29	22.78083	19.45619	22.11983	22.56855	18.89153	21.88921	23.33316	23.24062	23.33497	23.67018	22.81147	23.24726	20.72079	23.95784	19.73742	18.86073	18.2394	19.27123	19.25164	20.5173	22.24478	19.49929	20.01653	19.72054
	1.40922476123329	0.955375035603844	AT3G03960.1	AT3G03960.1	AT3G03960.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:1024432-1027604 FORWARD LENGTH=549	Color [DarkGray]	1	4							11	11	11	32.2	32.2	32.2	58.939	0	45.562	1239300000	77	24.20705	24.27033	24.18056	19.75307	23.4279	23.03311	24.55384	25.39544	25.57478	25.22083	25.18479	24.72137	24.65252	24.75547	24.70472	25.14647	25.15849	25.24297	24.257	23.89034	24.28143	23.83211	25.29028	23.38816
	1.4610324830743	2.48301633199056	AT3G04120.1	AT3G04120.1	AT3G04120.1 | Symbols: GAPC, GAPC-1, GAPC1 | glyceraldehyde-3-phosphate dehydrogenase C subunit 1 | chr3:1081077-1083131 FORWARD LENGTH=338	Color [DarkGray]	1	4							25	3	3	71.9	11.5	11.5	36.914	0	9.4938	487780000	44	20.1785	22.44573	21.0473	22.61367	21.44283	21.46072	22.84731	24.07145	24.20182	24.59178	23.19743	25.5158	22.93095	23.66796	23.54156	23.65536	21.68867	22.00209	23.32426	21.90491	22.52459	22.65226	21.60693	22.19559
	0.913837061398746	-1.03790601094564	AT3G04260.1	AT3G04260.1	AT3G04260.1 | Symbols: PTAC3 | plastid transcriptionally active 3 | chr3:1123231-1127515 REVERSE LENGTH=910	Color [DarkGray]	1	4							2	2	2	4.3	4.3	4.3	102.92	0	6.2858	11671000	4	19.56572	20.66917	20.67392	18.79888	19.80891	21.84426	18.93546	18.83436	20.02527	20.46358	19.31835	18.85917	18.00891	20.82577	19.08039	18.90642	20.15323	19.67822	19.32637	18.1768	19.03547	18.74511	17.27789	19.33242
	0.34542007677292	-1.10142453511556	AT3G04790.1	AT3G04790.1	AT3G04790.1 | Symbols:  | Ribose 5-phosphate isomerase, type A protein | chr3:1313365-1314195 FORWARD LENGTH=276	Color [DarkGray]	1	4							5	5	5	33.7	33.7	33.7	29.305	0	51.583	354760000	40	22.38794	23.35554	23.13138	22.90325	22.61356	22.44445	19.32397	23.53552	22.71109	23.95487	20.10769	22.33478	23.74416	22.85225	23.56218	24.51705	22.45824	20.08817	23.86841	21.66384	22.67187	22.70718	19.07059	22.51302
	1.55438435298826	0.939203262329102	AT3G04840.1	AT3G04840.1	AT3G04840.1 | Symbols:  | Ribosomal protein S3Ae | chr3:1329751-1331418 FORWARD LENGTH=262	Color [DarkGray]	1	4							19	19	10	58.4	58.4	38.9	29.85	0	234.83	2691700000	212	25.77422	26.39573	26.03959	23.03555	22.52061	24.16479	26.58623	27.19024	27.25068	25.02834	18.85448	24.75924	26.49533	26.57475	26.13722	24.76388	26.38192	19.40238	26.54803	25.7757	26.43667	24.007	19.70703	24.57186
	2.02275024934805	1.30142593383789	AT3G04920.1	AT3G04920.1	AT3G04920.1 | Symbols:  | Ribosomal protein S24e family protein | chr3:1360989-1362065 FORWARD LENGTH=133	Color [DarkGray]	1	4							8	8	3	57.9	57.9	25.6	15.372	0	66.779	1671300000	97	24.97229	25.34042	25.05153	22.95457	22.15826	24.52941	25.92218	26.58925	26.75709	24.00421	18.24088	23.76866	25.80705	25.8868	25.21106	23.37127	22.17579	23.88474	25.83016	25.20937	25.68456	24.17237	19.72	24.15218
	0.0194152586757744	0.0421231587727853	AT3G05000.1	AT3G05000.1	AT3G05000.1 | Symbols:  | Transport protein particle (TRAPP) component | chr3:1387444-1388697 REVERSE LENGTH=173	Color [DarkGray]	1	4							2	2	2	15.6	15.6	15.6	19.572	0	5.4244	50153000	5	21.33396	20.21229	20.48139	19.79665	20.33713	20.42049	21.87572	19.6743	20.60399	20.0554	19.21958	19.11556	22.14603	22.41341	21.37167	20.82431	17.77961	20.20986	21.65531	21.17097	21.3181	20.90617	20.63763	20.77056
	1.28827528499007	1.56639162699381	AT3G05020.1	AT3G05020.1	AT3G05020.1 | Symbols: ACP1, ACP | acyl carrier protein 1 | chr3:1391863-1392878 REVERSE LENGTH=137	Color [DarkGray]	1	4							1	1	1	13.9	13.9	13.9	15.055	0.0066986	2.8282	23879000	2	19.67546	19.12584	19.81843	18.96311	18.90231	19.1543	20.05992	21.48812	21.77086	20.06509	18.35664	19.5618	18.90516	18.22138	18.70577	20.06702	20.2276	18.92785	24.20792	20.42417	18.29206	18.79006	19.91923	19.8448
	1.40061281139468	0.831928888956703	AT3G05070.1	AT3G05070.1	AT3G05070.1 | Symbols:  | CONTAINS InterPro DOMAIN/s: mRNA splicing factor, Cwf18 (InterPro:IPR013169);Has 292 Blast hits to 292 proteins in 153 species: Archae - 0;Bacteria - 0;Metazoa - 118;Fungi - 83;Plants - 38;Viruses - 11;Other Eukaryotes - 42	Color [DarkGray]	1	4							1	1	1	9.7	9.7	9.7	16.396	0.0020161	3.3245	105290000	13	20.14564	20.17654	19.42409	19.24894	18.80563	20.00359	20.9352	20.5044	20.80246	23.27551	22.62122	21.53022	19.17246	18.15807	20.24498	22.58051	23.06519	23.38706	19.0311	20.04398	19.07655	21.10643	23.21749	20.59053
	1.08378975943081	-1.28237342834473	AT3G05420.1;AT3G05420.2	AT3G05420.1;AT3G05420.2	AT3G05420.1 | Symbols: ACBP4 | acyl-CoA binding protein 4 | chr3:1561880-1567047 FORWARD LENGTH=668;AT3G05420.2 | Symbols: ACBP4 | acyl-CoA binding protein 4 | chr3:1561880-1567047 FORWARD LENGTH=669	Color [DarkGray]	1	4							1	1	1	2.5	2.5	2.5	73.074	0.0093023	2.6502	6564900	1	20.6669	20.33975	20.16693	19.3094	19.27676	20.72447	19.20301	19.98755	18.13589	18.61963	20.20899	19.6562	18.40257	19.73137	21.23349	19.66866	19.25324	18.30014	20.56746	19.67459	19.85183	19.93205	17.57586	19.27724
+	3.31859655739564	4.67567761739095	AT3G05530.1	AT3G05530.1	AT3G05530.1 | Symbols: RPT5A, ATS6A.2 | regulatory particle triple-A ATPase 5A | chr3:1603540-1605993 FORWARD LENGTH=424	Color [DarkGray]	1	4					RPT5a	RP	57	56	27	92.9	92.9	60.6	47.48	0	323.31	281950000000	4831	27.01951	26.49404	26.09264	25.22239	25.68093	26.20612	31.29848	30.54855	31.78619	32.4922	31.8811	31.71276	33.45291	33.30589	33.04648	32.74622	33.82457	33.8364	32.71517	32.05022	32.52507	32.71504	33.73375	32.58598
	1.00799731641972	0.488285700480141	AT3G05560.3;AT3G05560.2;AT3G05560.1	AT3G05560.3;AT3G05560.2;AT3G05560.1	AT3G05560.3 | Symbols:  | Ribosomal L22e protein family | chr3:1614641-1615204 FORWARD LENGTH=124;AT3G05560.2 | Symbols:  | Ribosomal L22e protein family | chr3:1614641-1615204 FORWARD LENGTH=124;AT3G05560.1 | Symbols:  | Ribosomal L22e protein family | ch	Color [DarkGray]	1	4							9	2	2	62.1	20.2	20.2	14.018	0	5.5787	1321800000	45	25.16668	25.68183	25.15321	18.80686	21.47214	22.40825	25.55627	26.0606	25.84972	19.06061	19.62471	24.23849	25.67641	25.74836	25.46066	19.67812	19.65419	19.30134	25.81093	25.59195	25.79441	19.54008	19.03107	23.24336
	0.0453637350531479	-0.043214162190754	AT3G05900.1	AT3G05900.1	AT3G05900.1 | Symbols:  | neurofilament protein-related | chr3:1761408-1763854 REVERSE LENGTH=673	Color [DarkGray]	1	4							12	12	12	31.2	31.2	31.2	73.453	0	54.903	984180000	122	24.52101	25.07574	25.40097	22.88113	24.01546	24.30269	25.15171	25.16036	24.556	24.31935	19.99538	18.87164	25.20705	25.27967	24.50488	24.02876	16.8651	20.31349	25.51901	25.0742	24.6845	24.24808	19.27149	23.65524
	0.140779487171119	-0.279406865437824	AT3G06050.1	AT3G06050.1	AT3G06050.1 | Symbols: PRXIIF, ATPRXIIF | peroxiredoxin IIF | chr3:1826311-1827809 REVERSE LENGTH=201	Color [DarkGray]	1	4							1	1	1	8	8	8	21.445	0	11.152	18492000	6	20.08305	20.23526	21.17078	19.41067	20.34018	19.80968	18.92793	21.02658	20.69636	20.5189	19.36892	19.8143	21.21502	20.00231	19.97909	18.26746	18.69082	19.71578	21.82611	19.39705	19.36911	19.54939	19.63627	20.18023
	1.23404402896682	1.2458127339681	AT3G06650.1;AT5G49460.1	AT3G06650.1;AT5G49460.1	AT3G06650.1 | Symbols: ACLB-1 | ATP-citrate lyase B-1 | chr3:2079247-2082633 REVERSE LENGTH=608;AT5G49460.1 | Symbols: ACLB-2 | ATP citrate lyase subunit B 2 | chr5:20055048-20058195 FORWARD LENGTH=608	Color [DarkGray]	1	4							9	9	9	21.5	21.5	21.5	65.813	0	37.605	732610000	73	22.84076	23.87383	23.64013	22.72445	22.92412	23.42388	23.99095	25.13231	24.9689	24.93004	23.64686	24.39624	24.01696	24.27784	23.81394	24.30584	23.02963	24.0578	23.8987	23.78604	23.31967	23.81201	20.28718	22.88391
	0.775526724815204	1.59347852071127	AT3G06720.2;AT3G06720.1	AT3G06720.2;AT3G06720.1	AT3G06720.2 | Symbols: AT-IMP, ATKAP ALPHA, AIMP ALPHA | importin alpha isoform 1 | chr3:2120559-2123555 FORWARD LENGTH=532;AT3G06720.1 | Symbols: AT-IMP, ATKAP ALPHA, AIMP ALPHA, IMPA-1, IMPA1 | importin alpha isoform 1 | chr3:2120559-2123555 FORWARD LENG	Color [DarkGray]	1	4							5	3	3	15	10.3	10.3	58.644	0	7.1785	90439000	12	18.97136	21.34761	22.0475	18.74212	18.94273	21.42702	22.31577	22.12165	22.70948	21.8385	18.99368	18.77055	21.18413	21.16742	20.67656	18.69782	19.33898	20.09498	21.34308	21.30166	21.97466	21.41962	18.05851	18.75076
	0.839668537194556	-0.804933547973633	AT3G06730.1	AT3G06730.1	AT3G06730.1 | Symbols: TRX P, TRX z | Thioredoxin z | chr3:2124276-2125845 FORWARD LENGTH=183	Color [DarkGray]	1	4							1	1	1	7.7	7.7	7.7	20.67	0	4.1083	52920000	4	20.19203	21.05887	21.44895	20.45974	20.91586	21.95405	20.40918	19.61266	20.2632	22.39338	20.71311	19.61024	22.10335	19.24406	21.60901	20.12101	19.3522	19.45411	21.67694	22.16607	21.52265	18.16135	19.38492	21.71276
	1.96677855668957	0.81730016072591	AT3G07110.1;AT3G07110.2	AT3G07110.1;AT3G07110.2	AT3G07110.1 | Symbols:  | Ribosomal protein L13 family protein | chr3:2252092-2253332 FORWARD LENGTH=206;AT3G07110.2 | Symbols:  | Ribosomal protein L13 family protein | chr3:2252092-2253332 FORWARD LENGTH=207	Color [DarkGray]	1	4							11	11	6	55.3	55.3	37.4	23.466	0	121.38	1097500000	75	24.58034	24.78411	24.41485	22.29929	22.72503	24.11155	25.12108	25.51235	25.59777	24.21556	18.5806	23.78815	25.04064	25.05694	24.79425	19.94358	23.06103	24.26056	25.20458	24.97681	25.10021	24.41671	23.13072	24.34633
	1.07400713594352	0.829413096110024	AT3G07230.1	AT3G07230.1	AT3G07230.1 | Symbols:  | wound-responsive protein-related | chr3:2299920-2300183 FORWARD LENGTH=46	Color [DarkGray]	1	4							1	1	1	23.9	23.9	23.9	5.3049	0	14.524	251670000	12	22.74355	23.34535	22.31025	19.27996	20.34495	20.88743	23.26538	23.65023	23.97178	20.33709	20.77992	19.78658	24.02876	23.94691	23.15724	21.89245	20.28672	19.07025	23.62653	23.55215	23.55177	18.58481	19.14153	18.99679
+	5.65154266122255	10.3991902669271	AT3G07640.1	AT3G07640.1	AT3G07640.1 | Symbols:  | unknown protein;Has 27 Blast hits to 27 proteins in 10 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 27;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink). | chr3:2438171-2439661 FORWARD LENGTH=241	Color [DarkGray]	1	4					PIP1	PIP_CP	18	18	18	75.1	75.1	75.1	27.028	0	323.31	13426000000	425	19.67493	20.32136	20.15899	19.39292	22.54413	19.13889	30.78312	30.33367	30.23607	29.8255	29.24343	28.98998	19.21501	19.97794	19.05927	23.4266	19.55509	20.8292	19.40897	19.99528	20.33953	19.98518	23.24648	19.42499
	0.365206173078474	-1.12525749206543	AT3G08530.1	AT3G08530.1	AT3G08530.1 | Symbols:  | Clathrin, heavy chain | chr3:2587171-2595411 REVERSE LENGTH=1703	Color [DarkGray]	1	4							43	3	3	31.2	2.5	2.5	193.27	0	7.9876	103900000	18	20.3224	22.31137	22.17861	19.07842	20.35904	21.63553	18.94533	22.64893	19.84235	20.66193	19.90454	19.2956	22.86293	22.68489	22.61874	20.26059	17.16855	18.64767	22.9532	22.36686	22.77991	19.81059	19.15156	19.51558
	2.06073523898717	1.76352755228679	AT3G08580.2;AT3G08580.1;AT4G28390.1	AT3G08580.2;AT3G08580.1	AT3G08580.2 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381;AT3G08580.1 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381	Color [DarkGray]	1	4							7	7	5	20.7	20.7	15.5	41.475	0	35.546	1151700000	71	22.89128	22.12524	22.28694	22.66335	23.90062	24.15389	24.74024	23.77637	24.07744	25.93936	25.00843	24.189	24.56547	24.28149	24.33318	23.66677	23.68284	25.16393	23.69094	24.41629	24.08977	25.35078	26.06006	25.3759
	1.75776136347496	1.32241821289063	AT3G08590.2;AT3G08590.1	AT3G08590.2;AT3G08590.1	AT3G08590.2 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr3:2608683-2611237 REVERSE LENGTH=560;AT3G08590.1 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr3:2608683-2611237 REVERSE LENGTH=56	Color [DarkGray]	1	4							24	24	15	58	58	38	60.763	0	323.31	3304700000	313	26.32859	25.82977	25.62131	23.30397	24.98592	24.86858	27.37477	27.63339	26.73876	26.36263	25.89274	25.75254	26.62634	26.39981	25.72718	24.8491	24.62198	24.81371	26.51103	26.01268	26.19728	24.99374	25.50507	25.11881
	2.90959411644671	-2.07970364888509	AT3G08740.1	AT3G08740.1	AT3G08740.1 | Symbols:  | elongation factor P (EF-P) family protein | chr3:2654788-2656154 REVERSE LENGTH=236	Color [DarkGray]	1	4							1	1	1	6.4	6.4	6.4	26.228	0.007533	2.7553	10797000	1	21.08317	21.22829	21.53554	18.84667	19.07409	19.11967	18.78922	19.29252	19.52614	19.91153	20.26475	18.93378	20.01792	19.7213	19.0329	19.52826	18.65057	20.89755	19.63813	19.80351	19.01897	20.12252	20.05774	18.76273
	0.499227581077621	0.568393707275391	AT3G08943.1;AT3G08947.1	AT3G08943.1;AT3G08947.1	AT3G08943.1 | Symbols:  | ARM repeat superfamily protein | chr3:2719198-2721911 REVERSE LENGTH=871;AT3G08947.1 | Symbols:  | ARM repeat superfamily protein | chr3:2724007-2726722 FORWARD LENGTH=873	Color [DarkGray]	1	4							1	1	1	2	2	2	96.4	0	8.7521	5475700	1	19.43047	19.33754	20.24064	19.08803	19.67375	19.36514	19.54994	20.95618	20.20771	20.30126	17.75898	19.3106	19.51799	19.30839	19.36951	19.90861	18.89542	20.00204	20.41236	19.02596	18.71998	19.40193	20.45726	19.66728
	1.80159705876235	0.923383712768555	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:2823364-2825020 REVERSE LENGTH=320;AT3G11250.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:3521453-3522826 FORWARD LENGTH=323;AT3G09200.2 | Symbols:  | Ribosomal protein L1	Color [DarkGray]	1	4							14	14	14	51.9	51.9	51.9	34.133	0	164.3	4219500000	303	26.21795	26.50111	25.97342	23.67982	24.23458	26.0799	26.83157	27.41567	27.2154	26.69129	25.37629	26.73528	26.75111	26.72457	26.45142	25.71221	24.73738	26.7158	26.74535	26.70229	26.68529	26.45389	24.944	26.67356
	2.33096030401447	1.63656234741211	AT3G09260.1;AT5G28510.1;AT1G52400.2;AT3G21370.1;AT1G52400.3;AT1G52400.1	AT3G09260.1	AT3G09260.1 | Symbols: PYK10, PSR3.1, BGLU23, LEB | Glycosyl hydrolase superfamily protein | chr3:2840657-2843730 REVERSE LENGTH=524	Color [DarkGray]	1	4							27	27	23	65.3	65.3	58.4	59.72	0	323.31	22280000000	1018	28.01618	28.30164	27.95848	26.76192	28.86215	28.72515	29.64627	30.22596	29.31376	28.67904	28.27414	28.69168	28.70254	29.1775	28.20607	27.83459	28.24451	28.27585	29.25108	28.88511	29.03351	28.83064	27.97706	28.5246
	5.24887617698081	2.09016100565593	AT3G09440.2;AT3G09440.1	AT3G09440.2;AT3G09440.1	AT3G09440.2 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649;AT3G09440.1 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649	Color [DarkGray]	1	4							35	13	12	50.5	20.5	18.8	71.147	0	307.11	5039100000	360	25.9953	26.17863	26.02849	25.02873	25.84476	26.17123	28.1143	28.13694	28.22167	26.02435	25.41947	26.08429	27.08804	26.91051	26.82899	25.61548	26.04814	25.94834	27.08632	26.58755	26.76756	25.71906	18.95692	25.9337
	1.30956820249862	1.05455780029297	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1 | Symbols:  | Ribosomal L29 family protein  | chr3:2917047-2917895 FORWARD LENGTH=123;AT3G55170.2 | Symbols:  | Ribosomal L29 family protein  | chr3:20453136-20454293 REVERSE LENGTH=123;AT3G55170.1 | Symbols:  | Ribosomal L29 family protein  |	Color [DarkGray]	1	4							7	7	3	33.3	33.3	18.7	14.285	0	23.172	865700000	54	24.4321	24.75977	23.56423	20.85157	20.83461	23.0824	25.07486	25.49272	25.3522	23.16058	19.39924	23.58721	24.85139	24.88769	24.06349	22.31793	19.26692	23.37165	24.87816	24.65348	24.71003	23.46467	18.38881	24.02435
	1.53479519237025	0.844751993815102	AT3G09630.1;AT3G09630.2	AT3G09630.1;AT3G09630.2	AT3G09630.1 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406;AT3G09630.2 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=405	Color [DarkGray]	1	4							25	25	10	57.6	57.6	19.7	44.702	0	323.31	3891900000	222	26.17313	26.51834	26.25667	23.8663	24.5031	25.93795	26.73697	27.21069	27.53474	26.11726	24.84159	26.22529	26.76193	26.58915	26.36417	25.58088	24.33495	26.20517	26.74363	26.4014	26.83707	25.73655	24.64257	26.28653
	0.0549025296103321	-0.346991221110027	AT3G09820.2;AT3G09820.1;AT5G03300.1	AT3G09820.2;AT3G09820.1;AT5G03300.1	AT3G09820.2 | Symbols: ADK1 | adenosine kinase 1 | chr3:3012645-3014624 FORWARD LENGTH=302;AT3G09820.1 | Symbols: ADK1, ATADK1 | adenosine kinase 1 | chr3:3012122-3014624 FORWARD LENGTH=344;AT5G03300.1 | Symbols: ADK2 | adenosine kinase 2 | chr5:796573-798	Color [DarkGray]	1	4							7	7	7	38.1	38.1	38.1	33.326	0	92.297	883300000	80	23.48759	24.18547	23.29851	23.80407	22.92747	22.98548	19.0106	25.87671	25.04329	25.82951	23.74369	24.0415	23.87043	23.29936	24.16771	25.11156	23.10056	23.60839	25.0119	23.63921	23.04722	24.02863	23.20047	23.6382
