LFQ intensity Col0_Minus	LFQ intensity Col0_Plus	LFQ intensity PAG1_Minus	LFQ intensity PAG1_Plus	LFQ intensity RPT4a_Minus	LFQ intensity RPT4a_Plus	LFQ intensity RPT4b_Minus	LFQ intensity RPT4b_Plus	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	N: stddev LFQ intensity Col0_Minus	N: stddev LFQ intensity Col0_Plus	N: stddev LFQ intensity PAG1_Minus	N: stddev LFQ intensity PAG1_Plus	N: stddev LFQ intensity RPT4a_Minus	N: stddev LFQ intensity RPT4a_Plus	N: stddev LFQ intensity RPT4b_Minus	N: stddev LFQ intensity RPT4b_Plus	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
24.5931	23.0453	25.4104	22.1948	24.9639	22.4217	25.0939	23.9646							11	11	6	55.3	55.3	37.4	23.466	0	121.38	1097500000	75	0.18496	0.947627	0.254172	3.13725	0.147184	2.22837	0.114017	0.723007	AT3G07110.1;AT3G07110.2	AT3G07110.1;AT3G07110.2	AT3G07110.1 | Symbols:  | Ribosomal protein L13 family protein | chr3:2252092-2253332 FORWARD LENGTH=206;AT3G07110.2 | Symbols:  | Ribosomal protein L13 family protein | chr3:2252092-2253332 FORWARD LENGTH=207
22.7997	20.1708	23.6291	20.3012	23.711	20.4165	23.5768	18.9077							1	1	1	23.9	23.9	23.9	5.3049	0	14.524	251670000	12	0.519832	0.817764	0.353673	0.49764	0.481284	1.41557	0.0430511	0.28885	AT3G07230.1	AT3G07230.1	AT3G07230.1 | Symbols:  | wound-responsive protein-related | chr3:2299920-2300183 FORWARD LENGTH=46
20.0518	20.3586	30.451	29.353	19.4174	21.2703	19.9146	20.8855				PIP1	PIP_CP	Assembly	18	18	18	75.1	75.1	75.1	27.028	0	323.31	13426000000	425	0.336293	1.89694	0.291773	0.428399	0.491642	1.97309	0.470498	2.06372	AT3G07640.1	AT3G07640.1	AT3G07640.1 | Symbols:  | unknown protein;Has 27 Blast hits to 27 proteins in 10 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 27;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink). | chr3:2438171-2439661 FORWARD LENGTH=241
21.6041	20.3577	20.4789	19.954	22.7222	18.6923	22.7	19.4926							43	3	3	31.2	2.5	2.5	193.27	0	7.9876	103900000	18	1.11199	1.27855	1.93211	0.684509	0.126295	1.5465	0.301227	0.330117	AT3G08530.1	AT3G08530.1	AT3G08530.1 | Symbols:  | Clathrin, heavy chain | chr3:2587171-2595411 REVERSE LENGTH=1703
22.4345	23.5726	24.198	25.0456	24.3934	24.1712	24.0657	25.5956							7	7	5	20.7	20.7	15.5	41.475	0	35.546	1151700000	71	0.403771	0.797571	0.493121	0.875771	0.151257	0.859784	0.363277	0.402445	AT3G08580.2;AT3G08580.1;AT4G28390.1	AT3G08580.2;AT3G08580.1	AT3G08580.2 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381;AT3G08580.1 | Symbols: AAC1 | ADP/ATP carrier 1 | chr3:2605706-2607030 REVERSE LENGTH=381
25.9266	24.3862	27.249	26.0026	26.2511	24.7616	26.2403	25.2059							24	24	15	58	58	38	60.763	0	323.31	3304700000	313	0.36344	0.939033	0.460393	0.319544	0.467662	0.122199	0.251947	0.26655	AT3G08590.2;AT3G08590.1	AT3G08590.2;AT3G08590.1	AT3G08590.2 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr3:2608683-2611237 REVERSE LENGTH=560;AT3G08590.1 | Symbols:  | Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent | chr3:2608683-2611237 REVERSE LENGTH=56
21.2823	19.0135	19.2026	19.7034	19.5907	19.6921	19.4869	19.6477							1	1	1	6.4	6.4	6.4	26.228	0.007533	2.7553	10797000	1	0.230978	0.146244	0.376594	0.689475	0.505326	1.13242	0.413563	0.767062	AT3G08740.1	AT3G08740.1	AT3G08740.1 | Symbols:  | elongation factor P (EF-P) family protein | chr3:2654788-2656154 REVERSE LENGTH=236
19.6695	19.3756	20.2379	19.1236	19.3986	19.602	19.3861	19.8422							1	1	1	2	2	2	96.4	0	8.7521	5475700	1	0.496758	0.292999	0.703606	1.28142	0.10779	0.613719	0.901842	0.548969	AT3G08943.1;AT3G08947.1	AT3G08943.1;AT3G08947.1	AT3G08943.1 | Symbols:  | ARM repeat superfamily protein | chr3:2719198-2721911 REVERSE LENGTH=871;AT3G08947.1 | Symbols:  | ARM repeat superfamily protein | chr3:2724007-2726722 FORWARD LENGTH=873
26.2308	24.6648	27.1542	26.2676	26.6424	25.7218	26.711	26.0238							14	14	14	51.9	51.9	51.9	34.133	0	164.3	4219500000	303	0.264083	1.25654	0.296819	0.772226	0.165898	0.989245	0.0309566	0.941573	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1;AT3G11250.1;AT3G09200.2;AT2G40010.1	AT3G09200.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:2823364-2825020 REVERSE LENGTH=320;AT3G11250.1 | Symbols:  | Ribosomal protein L10 family protein | chr3:3521453-3522826 FORWARD LENGTH=323;AT3G09200.2 | Symbols:  | Ribosomal protein L1
28.0921	28.1164	29.7287	28.5483	28.6954	28.1183	29.0566	28.4441							27	27	23	65.3	65.3	58.4	59.72	0	323.31	22280000000	1018	0.183746	1.17502	0.461645	0.237502	0.485757	0.246213	0.184071	0.432445	AT3G09260.1;AT5G28510.1;AT1G52400.2;AT3G21370.1;AT1G52400.3;AT1G52400.1	AT3G09260.1	AT3G09260.1 | Symbols: PYK10, PSR3.1, BGLU23, LEB | Glycosyl hydrolase superfamily protein | chr3:2840657-2843730 REVERSE LENGTH=524
26.0675	25.6816	28.1576	25.8427	26.9425	25.8707	26.8138	23.5366							35	13	12	50.5	20.5	18.8	71.147	0	307.11	5039100000	360	0.0976847	0.588473	0.0566008	0.367751	0.13246	0.226552	0.25258	3.96754	AT3G09440.2;AT3G09440.1	AT3G09440.2;AT3G09440.1	AT3G09440.2 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649;AT3G09440.1 | Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649
24.252	21.5895	25.3066	22.049	24.6009	21.6522	24.7472	21.9593							7	7	3	33.3	33.3	18.7	14.285	0	23.172	865700000	54	0.617776	1.29289	0.212631	2.30466	0.465722	2.13181	0.116867	3.10475	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1;AT3G55170.2;AT3G55170.1	AT3G09500.1 | Symbols:  | Ribosomal L29 family protein  | chr3:2917047-2917895 FORWARD LENGTH=123;AT3G55170.2 | Symbols:  | Ribosomal L29 family protein  | chr3:20453136-20454293 REVERSE LENGTH=123;AT3G55170.1 | Symbols:  | Ribosomal L29 family protein  |
26.316	24.7691	27.1608	25.728	26.5718	25.3737	26.6607	25.5552							25	25	10	57.6	57.6	19.7	44.702	0	323.31	3891900000	222	0.180098	1.06113	0.401218	0.769593	0.199453	0.952172	0.229368	0.836843	AT3G09630.1;AT3G09630.2	AT3G09630.1;AT3G09630.2	AT3G09630.1 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=406;AT3G09630.2 | Symbols:  | Ribosomal protein L4/L1 family | chr3:2953813-2955444 FORWARD LENGTH=405
23.6572	23.239	23.3102	24.5382	23.7792	23.9402	23.8994	23.6224							7	7	7	38.1	38.1	38.1	33.326	0	92.297	883300000	80	0.46717	0.490214	3.74681	1.12815	0.441309	1.04575	1.00786	0.414307	AT3G09820.2;AT3G09820.1;AT5G03300.1	AT3G09820.2;AT3G09820.1;AT5G03300.1	AT3G09820.2 | Symbols: ADK1 | adenosine kinase 1 | chr3:3012645-3014624 FORWARD LENGTH=302;AT3G09820.1 | Symbols: ADK1, ATADK1 | adenosine kinase 1 | chr3:3012122-3014624 FORWARD LENGTH=344;AT5G03300.1 | Symbols: ADK2 | adenosine kinase 2 | chr5:796573-798
24.8931	23.6305	26.4257	23.9686	25.6747	23.5429	25.7357	22.1516							22	22	22	37.3	37.3	37.3	89.392	0	184.15	1774300000	207	0.338876	0.825897	0.271712	0.261904	0.113759	1.88224	0.34055	3.56055	AT3G09840.1;AT5G03340.1;AT3G53230.1	AT3G09840.1;AT5G03340.1;AT3G53230.1	AT3G09840.1 | Symbols: CDC48, ATCDC48, CDC48A | cell division cycle 48 | chr3:3019494-3022832 FORWARD LENGTH=809;AT5G03340.1 | Symbols:  | ATPase, AAA-type, CDC48 protein | chr5:810091-813133 REVERSE LENGTH=810;AT3G53230.1 | Symbols:  | ATPase, AAA-type, C
24.7245	22.8326	26.3059	23.6948	25.4658	23.6725	25.488	24.1408							7	7	6	71.9	71.9	53.1	7.3705	0	61.683	1583200000	115	0.283881	1.24031	0.339821	0.442175	0.20072	0.904885	0.178722	0.223522	AT5G03850.1;AT3G10090.1	AT5G03850.1;AT3G10090.1	AT5G03850.1 | Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr5:1028542-1028736 REVERSE LENGTH=64;AT3G10090.1 | Symbols:  | Nucleic acid-binding, OB-fold-like protein | chr3:3108960-3109154 REVERSE LENGTH=64
19.8364	19.6378	20.3644	20.1268	20.3296	20.6725	19.818	18.8503							2	2	2	11.3	11.3	11.3	25.344	0	5.0532	13386000	4	0.764639	0.537025	0.813149	0.624968	0.16947	0.931051	0.933086	0.848755	AT3G10920.2;AT3G10920.1	AT3G10920.2;AT3G10920.1	AT3G10920.2 | Symbols: MSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=230;AT3G10920.1 | Symbols: MSD1, MEE33, ATMSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=231
23.6436	21.6793	22.6326	22.5736	24.5007	21.8158	24.1757	24.2639							47	47	7	33.1	33.1	5.3	193.24	0	246.46	722090000	63	0.389714	2.13263	2.95649	2.23488	0.180581	3.62319	0.193458	0.419531	AT3G11130.1	AT3G11130.1	AT3G11130.1 | Symbols:  | Clathrin, heavy chain | chr3:3482575-3491667 REVERSE LENGTH=1705
19.946	19.2338	27.5962	28.0847	29.5392	29.0091	28.6784	28.6785				RPN8b	RP	RPN	24	10	10	81	47.1	47.1	35.085	0	323.31	17065000000	605	0.538055	0.648922	0.572462	0.845823	0.269318	0.351847	0.0824497	0.647858	AT3G11270.1;AT3G11270.2	AT3G11270.1;AT3G11270.2	AT3G11270.1 | Symbols: MEE34 | Mov34/MPN/PAD-1 family protein | chr3:3528989-3531317 FORWARD LENGTH=310;AT3G11270.2 | Symbols: MEE34 | Mov34/MPN/PAD-1 family protein | chr3:3528989-3531317 FORWARD LENGTH=307
22.0753	20.562	21.8991	20.0185	21.5991	18.9422	22.2266	19.5718							3	3	3	11.2	11.2	11.2	32.714	0	5.013	93129000	6	0.323104	0.818989	1.51797	1.06089	0.929776	1.10225	0.390299	1.33438	AT3G11400.1;AT3G11400.2;AT5G06000.1	AT3G11400.1;AT3G11400.2	AT3G11400.1 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=294;AT3G11400.2 | Symbols: EIF3G1, ATEIF3G1 | eukaryotic translation initiation factor 3G1 | chr3:3578536-3580366 FORWARD LENGTH=32
23.6974	20.4977	25.0694	21.3166	24.2838	19.8393	24.2984	20.5106							12	12	2	54	54	10.7	16.273	0	149.62	565410000	15	0.347532	0.618306	0.432532	1.00822	0.170375	1.12152	0.645792	0.980381	AT3G11510.1	AT3G11510.1	AT3G11510.1 | Symbols:  | Ribosomal protein S11 family protein | chr3:3623757-3624866 REVERSE LENGTH=150
24.594	24.1035	24.5961	23.935	24.9128	22.7616	24.4059	21.9319							7	7	3	44.4	44.4	21.1	29.092	0	157.72	1054700000	128	0.161751	0.17818	0.523635	0.846645	0.52482	2.97215	0.955243	3.56208	AT3G11630.1	AT3G11630.1	AT3G11630.1 | Symbols:  | Thioredoxin superfamily protein | chr3:3672189-3673937 FORWARD LENGTH=266
20.1538	19.5874	19.8892	19.0129	19.4543	19.5447	20.6761	20.1792							1	1	1	3.8	3.8	3.8	70.887	0	5.4649	8414800	2	0.717933	0.816647	1.42838	1.06324	1.75802	0.684822	0.61781	0.73963	AT3G11710.1	AT3G11710.1	AT3G11710.1 | Symbols: ATKRS-1 | lysyl-tRNA synthetase 1 | chr3:3702359-3705613 REVERSE LENGTH=626
24.0143	20.8607	25.1407	24.3631	24.256	22.4091	24.2339	21.7892							13	13	13	35.5	35.5	35.5	59.776	0	74.663	748570000	119	0.235176	2.8389	0.595035	0.375951	0.220255	2.36301	0.435445	1.07462	AT3G11830.1;AT3G11830.2	AT3G11830.1;AT3G11830.2	AT3G11830.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=557;AT3G11830.2 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:3732734-3736156 FORWARD LENGTH=555
22.8381	24.1665	20.2281	19.8536	23.7365	23.3768	23.2711	25.092							6	6	6	38.7	38.7	38.7	21.457	0	236.95	653470000	67	0.347173	0.885598	0.811625	0.430649	0.131339	2.84919	0.531407	0.833185	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1;AT3G11930.2;AT3G11930.4;AT3G11930.3	AT3G11930.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=199;AT3G11930.2 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr3:3776371-3777393 FORWARD LENGTH=20
23.6103	22.358	24.072	22.7262	23.465	22.1737	23.7268	22.1876							12	2	2	47.3	11.1	11.1	22.921	0	287.25	550280000	100	0.525148	1.19382	1.16115	0.7934	0.287716	1.16056	0.728052	1.22114	AT3G11940.2;AT3G11940.1	AT3G11940.2;AT3G11940.1	AT3G11940.2 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207;AT3G11940.1 | Symbols: ATRPS5A, AML1, RPS5A | ribosomal protein 5A | chr3:3778175-3779354 REVERSE LENGTH=207
20.5179	19.6367	21.4173	20.1971	19.4335	19.8763	20.3215	19.1153							23	5	3	66.3	19.6	15.9	41.674	0	23.619	38706000	6	0.390281	0.50533	2.31298	1.0243	0.878338	1.20764	0.483027	0.537643	AT3G12110.1;AT2G42170.1	AT3G12110.1	AT3G12110.1 | Symbols: ACT11 | actin-11 | chr3:3858116-3859609 FORWARD LENGTH=377
21.5343	20.1151	22.8017	19.1061	19.2408	19.6805	21.0204	19.0461							6	6	3	40.4	40.4	21.7	21.982	0	53.958	86037000	13	0.260599	0.730326	1.13576	0.859246	1.46392	1.5203	1.03531	0.528618	AT3G12390.1	AT3G12390.1	AT3G12390.1 | Symbols:  | Nascent polypeptide-associated complex (NAC), alpha subunit family protein | chr3:3942344-3943595 FORWARD LENGTH=203
22.9135	21.2758	25.2935	22.0293	21.3038	19.0456	22.7737	19.7496							26	7	6	31.8	9.4	9.4	71.101	0	51.14	437960000	45	0.509732	1.72748	0.674438	1.88621	2.64293	1.32714	0.622169	0.920492	AT3G12580.1	AT3G12580.1	AT3G12580.1 | Symbols: HSP70, ATHSP70 | heat shock protein 70 | chr3:3991487-3993689 REVERSE LENGTH=650
24.5464	24.0792	24.0862	23.7125	24.5884	24.095	24.0922	23.304							18	18	11	42.8	42.8	27.4	50.111	0	158.39	1073700000	109	1.14362	0.149691	1.53339	0.947708	0.639	1.01516	1.70362	1.47579	AT3G12780.1	AT3G12780.1	AT3G12780.1 | Symbols: PGK1 | phosphoglycerate kinase 1 | chr3:4061127-4063140 REVERSE LENGTH=481
20.5895	20.4207	19.8726	19.7423	18.7876	18.6157	19.4218	19.3997							2	2	2	18.9	18.9	18.9	26.378	0	4.6013	8536800	2	0.735752	1.76172	1.14844	1.31486	0.725808	1.2557	1.2618	0.584488	AT3G12930.1	AT3G12930.1	AT3G12930.1 | Symbols:  | Lojap-related protein | chr3:4128465-4129616 FORWARD LENGTH=238
19.9513	20.7379	25.9548	28.4988	26.8382	28.011	26.4637	27.8816							1	1	1	1.5	1.5	1.5	164.37	0.0039254	3.0305	7213600000	2	0.57364	3.13386	5.65651	0.266771	0.240871	0.285922	0.152132	0.408377	AT3G13090.1	AT3G13090.1	AT3G13090.1 | Symbols: ATMRP8, ABCC6, MRP8 | multidrug resistance-associated protein 8 | chr3:4203013-4208171 REVERSE LENGTH=1466
22.4514	21.2327	22.4304	18.9067	22.6571	19.9238	22.9633	20.8465							3	3	3	13.1	13.1	13.1	20.837	0	7.1095	214270000	21	0.462629	1.58632	2.65325	0.599888	0.258478	2.30254	0.612321	2.47674	AT3G13120.2;AT3G13120.1	AT3G13120.2;AT3G13120.1	AT3G13120.2 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191;AT3G13120.1 | Symbols:  | Ribosomal protein S10p/S20e family protein | chr3:4220310-4221526 REVERSE LENGTH=191
21.5629	20.3861	23.0541	21.4119	20.4023	20.6217	19.4235	22.9416							2	2	2	2.1	2.1	2.1	142.03	0.0075401	2.7591	219300000	3	2.067	1.42169	2.29601	2.65284	0.588556	1.88708	0.351051	0.469171	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2;AT3G13300.1;AT3G13290.1	AT3G13300.2 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1309;AT3G13300.1 | Symbols: VCS | Transducin/WD40 repeat-like superfamily protein | chr3:4304085-4309949 FORWARD LENGTH=1344;AT3G13290.1 | Sy
20.4218	18.8717	29.7392	28.6197	23.7935	25.8613	25.1677	25.9979				PA200	PIP_CP	Assembly	52	52	52	35.2	35.2	35.2	203.62	0	323.31	9231300000	409	0.585497	0.722307	0.0972672	0.57552	0.619653	0.357254	3.52282	0.54452	AT3G13330.1	AT3G13330.1	AT3G13330.1 | Symbols: PA200 | proteasome activating protein 200 | chr3:4319804-4330061 REVERSE LENGTH=1816
22.1334	21.1176	21.7201	21.5118	23.0894	18.9264	22.5279	20.2053							30	4	4	54.9	9.1	9.1	63.341	0	28.842	165710000	9	0.255936	0.436058	2.29273	1.77337	0.390374	1.2543	0.177238	1.60273	AT3G13470.1	AT3G13470.1	AT3G13470.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr3:4389685-4392624 FORWARD LENGTH=596
22.0484	20.3692	22.609	20.3542	22.2577	19.9983	22.338	19.5529							11	2	2	46.7	9.8	9.8	28.433	0	7.2496	103160000	5	0.590004	1.02051	0.541546	1.17248	0.6151	0.68877	0.156176	1.04813	AT3G13580.3;AT3G13580.2;AT3G13580.1	AT3G13580.3;AT3G13580.2;AT3G13580.1	AT3G13580.3 | Symbols:  | Ribosomal protein L30/L7 family protein | chr3:4433809-4435109 FORWARD LENGTH=244;AT3G13580.2 | Symbols:  | Ribosomal protein L30/L7 family protein | chr3:4433809-4435109 FORWARD LENGTH=244;AT3G13580.1 | Symbols:  | Ribosomal prot
20.7911	19.1519	20.3228	20.3234	22.5005	20.33	22.2012	20.0684							2	2	2	4	4	4	93.658	0	8.4805	85391000	15	1.5938	0.0488127	0.205184	0.113154	0.189153	0.258174	2.74645	1.39561	AT3G13750.1	AT3G13750.1	AT3G13750.1 | Symbols: BGAL1 | beta galactosidase 1 | chr3:4511192-4515756 FORWARD LENGTH=847
20.5357	19.7614	19.8458	20.2334	21.472	18.6338	20.4386	19.4776							3	3	3	7.9	7.9	7.9	60.466	0	5.2573	28199000	4	0.345002	0.519568	1.75219	0.64846	0.0912483	0.52514	0.743126	0.805471	AT3G13860.1	AT3G13860.1	AT3G13860.1 | Symbols: HSP60-3A | heat shock protein 60-3A | chr3:4561704-4565133 REVERSE LENGTH=572
24.465	22.1309	24.6478	21.894	25.2224	22.6765	24.9643	23.3556							18	18	5	47.8	47.8	10.4	46.704	0	146.25	921840000	36	0.799593	0.880781	0.300309	1.62861	0.162082	0.264579	0.618941	0.77276	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2;AT1G72730.1	AT3G13920.1;AT3G13920.3;AT3G13920.4;AT3G13920.2;AT1G72730.1	AT3G13920.1 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594128 REVERSE LENGTH=412;AT3G13920.3 | Symbols: EIF4A1, RH4, TIF4A1 | eukaryotic translation initiation factor 4A1 | chr3:4592635-4594094 REVERSE LEN
24.0256	21.4699	24.4908	24.1871	23.8418	23.8205	23.8243	24.1806							8	8	8	21.5	21.5	21.5	58.467	0	21.082	699200000	48	0.0836993	2.4522	0.718975	0.808972	0.178695	0.481841	0.215296	0.615842	AT3G13930.1;AT1G54220.2;AT1G54220.1	AT3G13930.1	AT3G13930.1 | Symbols:  | Dihydrolipoamide acetyltransferase, long form protein | chr3:4596240-4600143 FORWARD LENGTH=539
21.3188	20.3695	21.0053	21.5952	21.2639	19.646	21.0308	19.9024							3	3	3	9.5	9.5	9.5	81.816	0	9.1789	78827000	11	0.639009	1.29231	1.77597	1.66413	1.20966	1.30564	1.73254	0.70654	AT3G14067.1	AT3G14067.1	AT3G14067.1 | Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777
25.2608	24.1038	31.988	29.0695	27.2225	27.7307	27.2072	28.1039				PAE2	CP	Alpha	28	4	4	86.1	23.2	23.2	25.977	0	323.31	41743000000	529	1.78323	1.42095	0.333003	0.853723	0.661571	1.1507	0.666836	0.848788	AT3G14290.1	AT3G14290.1	AT3G14290.1 | Symbols: PAE2 | 20S proteasome alpha subunit E2 | chr3:4764364-4766381 FORWARD LENGTH=237
24.4435	25.0403	24.2198	25.3765	24.6701	25.2241	24.1766	24.3472							11	11	11	25.3	25.3	25.3	64.255	0	63.834	1437200000	146	0.382462	0.661353	0.640482	0.64115	0.129743	0.819615	0.365013	0.577107	AT3G14310.1;AT1G53830.1	AT3G14310.1	AT3G14310.1 | Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592
22.1344	21.0509	19.7383	19.9009	23.1418	20.5246	22.0441	21.4683							13	13	4	55.9	55.9	14.7	40.306	0	93.649	147280000	19	0.721094	0.353187	0.334436	0.62198	0.201078	2.29485	1.21449	0.910553	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3;AT3G14415.1;AT3G14415.2	AT3G14415.3 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.1 | Symbols:  | Aldolase-type TIM barrel family protein | chr3:4818667-4820748 FORWARD LENGTH=367;AT3G14415.2 | Symbols:  | Aldolase-type
21.4891	20.0443	21.3452	20.1697	21.5196	19.7378	21.6381	19.2993							6	1	1	29.8	7.9	7.9	21.309	0	4.2409	82785000	16	0.427194	0.762982	1.76914	1.76785	0.178454	1.42739	0.238117	0.173656	AT3G14600.1	AT3G14600.1	AT3G14600.1 | Symbols:  | Ribosomal protein L18ae/LX family protein | chr3:4910773-4911933 FORWARD LENGTH=178
20.4349	19.2038	21.1994	19.9075	19.831	19.3693	19.9492	19.1329							2	2	2	8.9	8.9	8.9	41.857	0	5.3713	21408000	5	0.423418	1.0223	1.15248	1.42096	0.664389	1.55014	1.647	0.936967	AT3G14990.1;AT3G14990.3;AT3G14990.2	AT3G14990.1;AT3G14990.3;AT3G14990.2	AT3G14990.1 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047510-5049621 FORWARD LENGTH=392;AT3G14990.3 | Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047683-5049621 FORWARD LENGTH=369;
21.9248	20.491	22.8309	20.8615	22.7467	20.2609	21.632	20.359							3	3	3	9.4	9.4	9.4	42.869	0	7.0955	149950000	18	0.494769	0.674081	0.578437	1.00859	0.660949	1.00114	0.467018	1.93521	AT3G15000.1;AT1G53260.2;AT1G53260.1	AT3G15000.1	AT3G15000.1 | Symbols:  | cobalt ion binding | chr3:5050321-5052121 FORWARD LENGTH=395
23.3891	18.8364	21.2635	19.977	30.1728	29.3208	29.7538	28.8339				HSM3	PIP_RP	Assembly	30	30	30	57.2	57.2	57.2	56.692	0	323.31	20528000000	942	0.22903	0.707998	3.00492	1.58903	0.2544	0.395853	0.251832	0.535284	AT3G15180.1;AT3G15180.2	AT3G15180.1;AT3G15180.2	AT3G15180.1 | Symbols:  | ARM repeat superfamily protein | chr3:5111952-5115803 FORWARD LENGTH=519;AT3G15180.2 | Symbols:  | ARM repeat superfamily protein | chr3:5111952-5115803 FORWARD LENGTH=551
24.4306	21.5712	25.7911	20.0395	24.8223	19.2704	24.8073	24.1192							8	8	8	31.7	31.7	31.7	21.826	0	24.022	969000000	96	0.246808	2.08626	0.655052	1.19092	0.181764	0.385424	0.109777	0.479257	AT3G15190.1	AT3G15190.1	AT3G15190.1 | Symbols:  | chloroplast 30S ribosomal protein S20, putative | chr3:5116216-5117412 FORWARD LENGTH=202
21.1488	21.2649	19.2801	20.7447	20.9995	20.3149	20.8226	19.3288							2	2	2	11.4	11.4	11.4	29.749	0	3.8161	61608000	14	0.131564	0.931703	0.3795	1.51911	1.50856	1.2802	0.764924	0.923862	AT3G15356.1	AT3G15356.1	AT3G15356.1 | Symbols:  | Legume lectin family protein | chr3:5174603-5175418 REVERSE LENGTH=271
20.51	19.5608	19.7634	19.1532	19.9742	18.7467	19.68	19.6691							2	2	2	14.5	14.5	14.5	21.172	0.006673	2.817	9235500	2	0.21172	0.74444	1.02141	0.832694	1.65835	0.725075	0.106093	1.21077	AT3G15360.1	AT3G15360.1	AT3G15360.1 | Symbols: ATHM4, TRX-M4, ATM4 | thioredoxin M-type 4 | chr3:5188448-5189457 FORWARD LENGTH=193
24.4649	22.2021	24.2942	23.3899	24.4679	19.6434	24.5433	22.3616							16	16	12	36.3	36.3	31.4	91.847	0	111.08	747690000	103	0.495508	2.28593	0.788937	1.91181	0.588309	0.93729	0.85737	2.53634	AT3G15730.1	AT3G15730.1	AT3G15730.1 | Symbols: PLDALPHA1, PLD | phospholipase D alpha 1 | chr3:5330835-5333474 FORWARD LENGTH=810
26.5745	24.8277	27.7765	25.9131	26.6894	25.0487	26.9687	25.741							36	36	36	56.1	56.1	56.1	85.015	0	323.31	4708700000	448	0.566563	1.09646	0.486203	0.884499	0.0880671	0.548977	0.347254	0.485876	AT3G15950.1;AT3G15950.2	AT3G15950.1;AT3G15950.2	AT3G15950.1 | Symbols: NAI2 | DNA topoisomerase-related | chr3:5397783-5402610 REVERSE LENGTH=772;AT3G15950.2 | Symbols: NAI2 | DNA topoisomerase-related | chr3:5397783-5402610 REVERSE LENGTH=734
